Name,Team,Competition,Minutes,Primary Position,Age,NP Goals,xG,xG/Shot,Shots,Goal Conversion%,Shooting%,Shot Touch%,Penalty Conversion%,Assists,xG Assisted,Key Passes,OP Key Passes,Scoring Contribution,xG & xG Assisted,Shots & Key Passes,Dribbles,Successful Dribbles,Dispossessed,PAdj Interceptions,PAdj Clearances,Defensive Actions,Aggressive Actions,Blocks/Shot,Defensive Regains,Ball Recov. F2,Ball Recoveries,PAdj Tackles,PAdj Tack&Int,Dribbles Stopped%,Aerial Win%,Pressures,PAdj Pressures,Counterpressures,Counterpress Regains,OP Passes,Passing%,Long Ball%,Deep Progressions,xGBuildup,xGChain,Carries,Carry%,Carry Length,OP F3 Passes,PintoB,OP Passes Into Box,SP PintoB,Passes Inside Box,Touches In Box,PinTin,Throughballs,Successful Box Cross%,Successful Crosses,Crossing%,Deep Completions,Pass Forward%,Pass OBV,D&C OBV,DA OBV,Shot OBV,Goalkeeper OBV,OBV
Hwang In-Jae,Pohang Steelers,K League 1,2931,Goalkeeper,30,0,0,,0,,,0,,0,0,0.03,0.03,0,0,0.03,0.03,0.03,0,0,0,0.06,0.06,0,7.86,0,3.41,0,0,100,,0.06,0.05,0,0,22.81,77,51,0.68,0.29,0.29,17.29,100,5.51,0.34,0.03,0.03,0,0,0,0.03,0,0,0,,0,42,0.1,0.05,0,,-0.23,-0.08
Hyeon-Woo Jo,Ulsan,K League 1,3728,Goalkeeper,33,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.07,0,6.4,0,3.19,0,0,0,,0.05,0.05,0.02,0,23.18,83,52,0.27,0.2,0.2,16.95,100,3.94,0.12,0,0,0,0,0,0,0,,0,,0,32,0.07,0.05,-0.03,,-0.01,0.07
Jeong Min-Ki,Jeonbuk Motors,K League 1,1753,Goalkeeper,28,0,0,,0,,,0,,0,0,0.05,0,0,0,0.05,0,0,0,0,0,0.15,0.1,0,8.78,0,3.95,0,0,,,0.1,0.07,0,0,19.56,74,44,0.82,0.14,0.14,13.5,100,4.59,0.46,0.1,0.05,0.05,0,0,0.05,0,0,0,,0,43,0.1,0.04,-0.02,,-0.14,-0.03
Kang Hyeon-Mu,Seoul,K League 1,1214,Goalkeeper,29,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,6.38,0,3.93,0,0,,,0.07,0.08,0,0,20.91,75,42,0.59,0.11,0.11,15.94,100,4.82,0.07,0.07,0,0.07,0,0,0,0,0,0,,0,38,0.07,0.06,,,-0.02,0.11
Kim Dong-Heon,Sangju Sangmu,K League 1,1600,Goalkeeper,27,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.06,0,6.08,0,3.37,0,0,,0,0.06,0.04,0,0,16.03,68,45,0.51,0.17,0.17,10.69,100,6.4,0.39,0,0,0,0,0,0,0,,0,,0,49,0.1,0.04,-0.05,,-0.02,0.06
Kim Dong-Jun,Jeju United FC,K League 1,3156,Goalkeeper,30,0,0,,0,,,0,,0.03,0,0.06,0.03,0.03,0,0.06,0,0,0,0,0.04,0.06,0,0,6.99,0,3.82,0,0,50,,0.06,0.05,0,0,18.22,72,48,1.17,0.12,0.12,12.15,100,4.27,0.46,0.03,0.03,0,0,0,0.03,0,0,0,,0,49,0.13,0.04,0,,-0.17,0
Kim Jeong-Hoon,Jeonbuk Motors,K League 1,610,Goalkeeper,23,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.15,0,6.49,0,3.39,0,0,,,0.15,0.03,0,0,12.54,78,55,1.18,0.01,0.01,7.67,100,4.73,0.44,0,0,0,0,0,0,0,,0,,0,50,0.09,0.01,,,-0.09,0.01
Kim Joon-Hong,Jeonbuk Motors,K League 1,1424,Goalkeeper,21,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.18,0,3.22,0,0,100,,0,0,0,0,19.59,74,46,1.26,0.25,0.25,14.91,100,4.89,0.88,0.06,0.06,0,0,0,0.06,0,0,0,,0,45,0.13,0.07,,,-0.1,0.11
Kim Joon-Hong,Sangju Sangmu,K League 1,1660,Goalkeeper,21,0,0,,0,,,0,,0.05,0.02,0.11,0.05,0.05,0.02,0.11,0,0,0,0,0.05,0,0,0,6.34,0,3.79,0,0,,,0,0,0,0,20.76,67,42,2.17,0.17,0.19,15.23,100,5.44,0.6,0.16,0,0.16,0,0,0,0,0,0,,0,48,0.15,0.05,0,,0.01,0.2
Kim Kyung-Min,Gwangju,K League 1,3530,Goalkeeper,33,0,0,,0,,,0,,0,0,0.03,0,0,0,0.03,0,0,0,0,0.07,0.03,0,0,6.07,0,3.01,0,0,100,,0,0,0,0,19.04,79,46,0.48,0.18,0.18,14.02,100,5.37,0.28,0.05,0.05,0,0,0,0.05,0.03,0,0,,0,42,0.07,0.04,0,,-0.07,0.04
Lee Bum-Soo,Incheon United,K League 1,2734,Goalkeeper,34,0,0,,0,,,0,,0,0,0.03,0,0,0,0.03,0,0,0,0,0,0.1,0.1,0,6.52,0.03,3.29,0,0,0,,0.1,0.11,0,0,13.4,68,38,0.4,0.14,0.14,9.41,100,5.56,0.23,0.07,0,0.07,0,0,0,0,0,0,,0,52,0.09,0.04,0,,-0.01,0.11
Lee Chang-Geun,Daejeon Hana Citizen FC,K League 1,3446,Goalkeeper,31,0,0,,0,,,0,,0.03,0.01,0.08,0.08,0.03,0.01,0.08,0.03,0.03,0,0,0.03,0.08,0,0,7.65,0,3.53,0,0,,,0.05,0.07,0,0,21.13,62,39,1.44,0.17,0.17,15.04,100,5.23,0.5,0.03,0,0.03,0,0,0,0.03,0,0,,0,60,0.14,0.05,0,,0.1,0.29
Lee Gwang-Yeon,Gangwon,K League 1,2829,Goalkeeper,25,0,0,,0,,,0,,0,0,0.03,0,0,0,0.03,0,0,0,0,0.04,0.1,0.06,0,5.79,0,3.18,0,0,0,,0.1,0.03,0.03,0,17.18,71,42,0.64,0.16,0.16,13.08,100,4.55,0.32,0.03,0.03,0,0,0,0.03,0,0,0,,0,45,0.09,0.03,0,,-0.24,-0.11
Min Seong-Jun,Incheon United,K League 1,1025,Goalkeeper,25,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,7.73,0,3.34,0,0,,,0.09,0.11,0,0,12.56,64,29,0.35,0.07,0.07,8.34,100,3.89,0.26,0,0,0,0,0,0,0,,0,,0,56,0.07,0.04,0.01,,-0.1,0.02
Oh Seung-Hoon,Daegu,K League 1,2568,Goalkeeper,36,0,0,,0,,,0,,0,0,0,0,0,0,0,0.04,0.04,0,0,0.11,0.04,0.04,0,7.82,0,3.82,0,0,100,,0.04,0.02,0,0,15.56,64,46,0.7,0.15,0.15,10.73,99,5.21,0.32,0.04,0.04,0,0,0,0.04,0,0,0,,0,58,0.11,0.05,0.01,,-0.02,0.15
Park Cheong-hyo,Gangwon,K League 1,915,Goalkeeper,34,0,0,,0,,,0,,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0.2,0.1,0,5.31,0,3.25,0,0,100,,0.2,0.18,0,0,30.51,81,43,0.49,0.2,0.2,22.83,100,3.7,0.1,0,0,0,0,0,0,0,,0,,0,34,0.09,0.04,0,,-0.28,-0.15
Yoon Pyeong-Gook,Pohang Steelers,K League 1,692,Goalkeeper,32,0,0,,0,,,0,,0,0,0,0,0,0,0,0.13,0.13,0,0,0,0.26,0,0,6.76,0,4.81,0,0,,,0.26,0.32,0.13,0,22.63,73,44,0.91,0.25,0.25,17.04,100,3.39,0.39,0,0,0,0,0,0,0,,0,,0,47,0.1,0.05,0,,-0.15,0.01
Kang Sang-Woo,Seoul,K League 1,3095,Full Back,31,0.03,0.04,0.07,0.61,5,33,1,,0.09,0.05,0.76,0.7,0.12,0.09,1.37,0.64,0.32,0.99,1.12,1.18,11.49,5.64,0.03,4.07,3.61,8.52,2.15,3.26,69,48,9.22,9.88,1.98,0.35,40.31,84,53,4.1,0.36,0.37,36.55,95,3.99,9.86,0.84,0.79,0.06,0.2,1.42,2.21,0,31,0.41,27,0.32,23,0.08,0.06,0.06,-0.02,,0.18
Kim Jin-Ho,Gwangju,K League 1,3302,Full Back,24,0,0.01,0.04,0.22,0,13,0,,0.03,0.05,0.85,0.82,0.03,0.06,1.06,0.85,0.41,0.87,0.93,1.89,11.89,6.49,0.03,3.3,3.63,8.89,1.59,2.52,50,56,9.35,10.6,2.4,0.49,48.41,87,65,5.56,0.46,0.47,43.02,95,5.6,11.64,1.17,1.01,0.16,0.11,0.87,1.88,0.03,33,0.41,26,0.25,18,0.11,0.06,-0.01,0,,0.16
Kim Jin-Su,Jeonbuk Motors,K League 1,1814,Full Back,32,0,0.02,0.04,0.5,0,10,0,,0.15,0.13,1.49,1.09,0.15,0.15,1.98,0.5,0.25,0.6,1.55,2.14,10.42,5.81,0.02,2.68,3.67,8.49,1.59,3.14,64,54,7.99,7.7,2.08,0.15,47.34,76,50,5.91,0.32,0.39,39.35,96,4.38,10.27,2.53,1.59,0.94,0.1,0.74,2.33,0.05,35,1.19,32,0.1,28,0.23,0.06,0.05,-0.01,,0.33
Kim Tae-Hyun,Jeonbuk Motors,K League 1,1204,Full Back,28,0,0.01,0.01,0.45,0,33,0,,0.07,0.03,0.52,0.52,0.07,0.03,0.97,0.75,0.3,0.67,2.09,2.1,12.04,5.68,0.05,4.34,4.56,8.9,2.91,5,74,65,8.97,10.55,1.5,0.15,45.9,83,55,4.93,0.57,0.59,41.42,96,4.43,10.39,1.12,0.9,0.22,0.22,0.82,1.72,0,13,0.45,32,0.3,28,0.13,0.08,0.12,-0.01,,0.32
Lee Ju-Yong,Jeju United FC,K League 1,1279,Full Back,32,0,0.02,0.03,0.84,0,25,0,,0,0.05,0.77,0.7,0,0.08,1.62,1.34,0.56,0.99,1.39,1.37,16.33,8.45,0.03,3.52,3.66,9.01,1.98,3.37,64,54,12.53,9.93,2.75,0.49,35.2,76,53,3.31,0.21,0.23,27.52,92,4.5,6.55,0.99,0.84,0.14,0.14,0.84,1.69,0.07,50,0.63,47,0.21,33,0.09,0.03,0.02,-0.02,,0.12
Lee Min-Gi,Gwangju,K League 1,1213,Full Back,31,0,0.02,0.06,0.3,0,0,0,,0,0.03,0.45,0.45,0,0.05,0.74,0.59,0.37,1.11,2.48,1.95,13.5,6.68,0.03,3.34,2.82,7.94,2.38,4.86,75,42,10.61,13.05,3.56,0.52,46.22,86,80,5.42,0.24,0.25,40.43,95,6.08,8.83,0.96,0.74,0.22,0.07,0.67,1.41,0.07,31,0.37,50,0.07,17,0.08,0.04,0.02,-0.03,,0.12
Lee Myung-Jae,Ulsan,K League 1,2735,Full Back,31,0,0.02,0.05,0.49,0,33,0,,0.1,0.12,1.32,0.82,0.1,0.15,1.81,1.18,0.56,0.66,1.08,1.87,8.95,5.04,0.02,3.16,3.13,8.29,1.42,2.5,63,50,7.27,8.92,1.15,0.16,52.1,81,55,6.45,0.57,0.62,45.25,96,4.29,14.78,2.24,1.32,0.92,0.1,0.86,2.17,0.07,37,0.89,31,0.2,23,0.21,0.08,0.04,-0.01,,0.33
Lee Sang-Gi,Gwangju,K League 1,1193,Full Back,28,0,0.01,0.02,0.38,0,40,0,,0,0.04,0.68,0.68,0,0.05,1.06,0.38,0.23,0.38,1.25,2.27,9.8,5.88,0.01,2.26,1.89,5.13,0.86,2.11,56,30,8.15,8.43,1.66,0.3,42.91,85,60,5.05,0.63,0.64,38.46,97,5.78,11.39,0.6,0.6,0,0.3,0.45,1.06,0,38,0.45,25,0.3,19,0.09,0.1,0.04,0,,0.23
Lee Sang-Min,Daejeon Hana Citizen FC,K League 1,792,Full Back,20,0,0.06,0.13,0.45,0,25,1,,0,0.02,0.23,0.23,0,0.08,0.68,0.57,0.34,1.25,0.89,1.04,19.32,10.91,0.02,4.09,2.16,5.8,2.82,3.7,69,50,14.43,11.53,3.52,0.34,28.3,75,38,2.27,0.24,0.29,23.41,93,4.34,5.34,0.45,0.45,0,0,0.68,1.14,0,50,0.23,20,0,21,0.02,0.03,-0.07,-0.03,,-0.05
Lee Tae-Seok,Pohang Steelers,K League 1,638,Full Back,22,0.14,0.11,0.09,1.27,11,33,1,,0.28,0.12,0.85,0.85,0.42,0.23,2.12,1.27,0.71,1.41,1.3,1.68,17.49,6.35,0.02,3.53,3.81,7.62,2.49,3.78,43,50,14.38,16.11,2.96,0.14,34.55,69,25,4.94,0.39,0.5,31.45,90,5.51,9.87,1.13,1.13,0,0,0.99,2.12,0.28,50,0.71,31,0.14,21,0.08,0.06,0.01,0.03,,0.18
Lee Tae-Seok,Seoul,K League 1,903,Full Back,22,0,0.05,0.06,0.8,0,25,1,,0.1,0.04,0.7,0.7,0.1,0.09,1.5,1.3,0.7,0.8,3,1.45,12.56,5.09,0.02,3.39,3.49,9.47,1.6,4.6,56,58,9.87,11.33,1.99,0.3,47.36,75,33,4.09,0.34,0.38,39.29,95,4.15,10.37,1.3,1.2,0.1,0.2,1.2,2.39,0,54,0.9,31,0.1,25,0.13,0.05,-0.14,-0.02,,0.02
Oh Jae-Suk,Daejeon Hana Citizen FC,K League 1,1142,Full Back,34,0,0.01,0.04,0.16,0,0,0,,0,0.01,0.24,0.24,0,0.02,0.39,0.32,0,0.79,1.47,2.53,16.95,8.12,0.02,5.04,2.52,5.99,2.46,3.93,62,57,13.16,11.36,2.05,0.47,32.08,80,43,2.68,0.24,0.25,26.33,95,3.58,6.38,0.71,0.71,0,0.08,0.16,0.87,0,44,0.32,27,0.08,25,0.11,0.03,0.02,-0.01,,0.15
Park Cheol-Woo,Suwon FC,K League 1,2848,Full Back,27,0.03,0.07,0.08,0.79,4,24,1,,0.03,0.08,0.79,0.66,0.06,0.14,1.58,1.77,0.85,1.01,2.08,1.79,18.58,10.02,0.02,5.75,3.73,9.29,2.39,4.46,60,61,15.07,13.64,3.35,0.54,34.92,79,54,4.17,0.49,0.54,32.01,91,4.89,11.16,0.98,0.85,0.13,0.13,1.71,2.56,0.06,45,0.57,35,0.47,27,0.1,0.07,0.02,0,,0.19
Park Dae-Won,Sangju Sangmu,K League 1,790,Full Back,26,0,0.01,0.04,0.34,0,0,0,,0.11,0.12,1.37,1.25,0.11,0.13,1.71,0.46,0.11,0.23,1.6,2.47,13.79,7.29,0.04,3.99,3.08,7.41,2.23,3.83,85,67,9.91,11.24,1.94,0.11,40.22,80,60,5.13,0.47,0.54,31.68,98,5.18,14.93,2.05,1.37,0.68,0.34,1.71,3.08,0,39,1.03,33,0.57,18,0.25,0.09,0.01,-0.01,,0.33
Park Min-Gyu,Sangju Sangmu,K League 1,1388,Full Back,29,0,0.01,0.03,0.26,0,0,0,,0.06,0.06,0.58,0.58,0.06,0.07,0.84,0.52,0.26,0.58,2.01,2.08,12.65,5.84,0.03,4.6,3.44,8.82,1.87,3.88,53,31,10.38,11.03,1.88,0.52,36.06,81,63,3.96,0.25,0.27,29.57,94,4.55,9.86,0.97,0.84,0.13,0.19,0.65,1.49,0,47,0.58,43,0.32,28,0.15,0.05,0.03,-0.01,,0.22
Song Jun-Seok,Gangwon,K League 1,1258,Full Back,23,0.07,0.03,0.08,0.36,20,20,0,,0,0.04,0.43,0.36,0.07,0.07,0.79,0.86,0.36,1.29,2.29,2.05,13.6,7.51,0.02,3.94,3.22,8.95,1.42,3.71,66,57,10.59,9.22,2.15,0.14,42.79,81,47,4.22,0.41,0.42,37.64,94,4.3,9.02,1.07,0.86,0.21,0,0.5,1.36,0.07,47,0.5,39,0,29,0.1,0.08,-0.01,-0.03,,0.13
Wanderson Carvalho,Pohang Steelers,K League 1,3569,Full Back,35,0.1,0.05,0.04,1.21,8,19,1,,0.05,0.1,1.39,1.06,0.15,0.16,2.6,2.98,1.39,1.39,2.3,1.51,19.87,10.72,0.03,6.15,3.91,8.47,3.72,6.03,64,48,15.76,17.24,3.66,0.58,39.77,78,44,5.72,0.48,0.54,39.77,89,4.08,12.28,2.19,1.61,0.58,0.13,1.16,2.77,0.15,22,0.58,25,0.15,21,0.19,0.06,0.06,-0.03,,0.28
Young-woo Jang,Suwon FC,K League 1,1395,Full Back,22,0.06,0.06,0.09,0.71,9,27,1,,0,0.05,0.71,0.58,0.06,0.11,1.42,0.77,0.19,0.84,1.71,1.24,20.07,9.87,0.03,5.49,3.29,9.49,2.69,4.4,59,45,16.46,14.06,4.07,0.45,38.46,79,49,4.19,0.48,0.5,33.69,94,4.17,10.32,1.29,1.16,0.13,0.32,1.48,2.65,0.06,40,0.65,30,0.32,27,0.12,0.12,-0.02,0,,0.23
Yun Suk-Young,Gangwon,K League 1,1534,Full Back,34,0.12,0.06,0.19,0.29,40,40,0,,0.12,0.05,0.41,0.41,0.23,0.11,0.7,0.7,0.23,0.65,1.26,2.92,10.15,5.69,0.03,3.23,3.29,9.74,1.27,2.52,57,65,8.39,7.32,1.7,0.18,49.12,83,56,5.05,0.32,0.35,40.14,96,4.49,7.39,0.35,0.35,0,0,0.65,1,0.06,33,0.12,15,0.12,28,0.09,0.04,-0.02,0.02,,0.13
Alexandar Popovic,Gwangju,K League 1,925,Centre Back,22,0,0.03,0.07,0.39,0,25,0,,0,0.01,0.1,0.1,0,0.03,0.49,0.19,0,0.39,1.52,4.29,8.08,4.19,0.14,5.16,2.73,10.61,1.47,2.99,60,46,6.52,7.19,1.65,0.49,65.02,90,62,7.79,0.42,0.45,52.95,98,7.13,9.83,0.29,0.29,0,0,0.97,1.27,0,0,0,0,0,21,0.06,0.09,0.02,-0.01,,0.16
Anton Krivotsyuk,Daejeon Hana Citizen FC,K League 1,2248,Centre Back,26,0.08,0.06,0.13,0.44,18,36,0,,0.04,0.02,0.28,0.28,0.12,0.08,0.72,0.36,0.16,0.36,0.84,3.84,14.09,8.25,0.03,5.37,2.08,8.25,1.91,2.75,63,60,10.73,9.72,1.36,0.24,42.61,87,60,2.12,0.27,0.29,34.72,97,4.63,3.36,0.28,0.28,0,0.12,1.12,1.4,0.04,29,0.12,50,0.2,20,0.03,0.04,0.05,-0.02,,0.11
Caio Marcelo Pinheiro da Silva,Daegu,K League 1,1462,Centre Back,26,0.06,0.04,0.12,0.31,20,20,0,,0,0.03,0.18,0.18,0.06,0.06,0.49,0.25,0.12,0.12,1.77,3.09,13.66,6.52,0.07,5.6,1.85,8.99,1.71,3.48,77,70,10.4,6.88,1.48,0.25,34.22,83,64,2.4,0.27,0.27,25.17,98,4.39,2.65,0.18,0.18,0,0.06,0.8,0.98,0,0,0,,0.06,27,0.04,0.03,0.07,0,,0.14
Chung Woon,Jeju United FC,K League 1,2156,Centre Back,35,0,0.01,0.02,0.25,0,33,0,,0.04,0.05,0.88,0.42,0.04,0.06,1.13,0.08,0,0.08,1.34,2.57,9.93,5.8,0.05,3.55,3.34,10.02,1.12,2.46,63,57,8.43,7.33,1.29,0.33,52.43,84,57,4.17,0.27,0.29,38.53,99,3.55,6.97,1.34,0.67,0.67,0,0.5,1.17,0.04,25,0.33,28,0.08,26,0.15,0.02,-0.02,-0.01,,0.14
Go Myeong-Seok,Daegu,K League 1,3251,Centre Back,29,0,0.02,0.12,0.17,0,50,0,,0,0.01,0.19,0.19,0,0.03,0.36,0.36,0.22,0.19,1.75,3.34,12.51,6.06,0.07,4.79,2.82,9.88,1.62,3.37,69,67,9.91,8.41,1.27,0.22,41.14,87,70,2.05,0.28,0.3,29.98,99,3.63,2.91,0.08,0.08,0,0.11,0.53,0.61,0,0,0.06,25,0.17,23,0.05,0.05,0.06,0.01,,0.17
Harrison Delbridge,Incheon United,K League 1,1136,Centre Back,32,0.08,0.04,0.07,0.55,14,29,0,,0,0.03,0.32,0.32,0.08,0.07,0.87,0.4,0.32,0.16,2.18,3.91,9.5,5.78,0.07,3.25,2.06,8.71,0.95,3.13,70,81,6.97,6,0.79,0.08,53.46,86,44,5.15,0.25,0.28,40.31,99,4.62,6.57,0,0,0,0.16,1.43,1.43,0,,0,0,0.24,29,0.08,0.06,0.11,0.03,,0.27
Heo Yool,Gwangju,K League 1,2231,Centre Back,23,0.08,0.1,0.12,0.85,10,19,1,,0,0.01,0.24,0.24,0.08,0.11,1.09,0.32,0.16,0.36,0.66,4.81,10,5.61,0.04,3.23,1.73,7.14,1.34,2,81,65,7.62,8.78,1.49,0.2,48.76,90,81,3.99,0.44,0.51,39.69,97,6.23,4.92,0.2,0.2,0,0.08,1.94,2.14,0,60,0.12,60,0.08,22,0.01,0.05,0.03,-0.02,,0.08
Hong Jeong-Ho,Jeonbuk Motors,K League 1,1699,Centre Back,35,0,0.01,0.04,0.21,0,0,0,,0,0.01,0.16,0.16,0,0.01,0.37,0,0,0.16,1.26,4.47,5.56,2.17,0.05,2.28,1.7,8.69,1.18,2.44,50,74,4.34,4.51,0.74,0.11,52.87,89,64,2.75,0.31,0.32,42.48,99,4.64,3.07,0.26,0.26,0,0.11,0.64,0.9,0,0,0,,0.16,22,0.05,0.05,0.01,-0.01,,0.1
Jeon Min-Gwang,Pohang Steelers,K League 1,3125,Centre Back,31,0.06,0.04,0.18,0.23,25,38,0,,0.03,0.01,0.17,0.17,0.09,0.05,0.4,0.17,0.12,0.14,1.22,3.16,6.08,3.11,0.04,3.08,1.09,6.25,1.03,2.25,85,67,4.98,5.67,0.78,0.2,48.76,91,64,1.87,0.43,0.46,39.05,99,4.03,2.25,0.06,0.06,0,0.12,1.09,1.15,0,0,0,0,0.14,23,0.02,0.02,0.05,0,,0.09
Kim Bong-Soo,Sangju Sangmu,K League 1,3693,Centre Back,25,0,0.02,0.09,0.24,0,40,0,,0.02,0.04,0.51,0.51,0.02,0.06,0.76,0.37,0.24,0.71,1.05,2.83,13.57,7.14,0.05,5.26,3.17,9.55,1.62,2.67,54,43,11.36,10.8,2.46,0.32,51.17,90,74,4.51,0.41,0.43,41.72,98,5.99,7.72,0.39,0.39,0,0.1,0.66,1.05,0.05,6,0.02,10,0.15,21,0.05,0.09,0.07,0,,0.21
Kim Gun-hee,Incheon United,K League 1,2133,Centre Back,22,0,0.07,0.09,0.84,0,10,0,,0.04,0.03,0.42,0.42,0.04,0.11,1.27,0.68,0.46,0.46,1.32,3.74,14.6,7.51,0.07,5.27,2.07,10.76,2.17,3.5,68,66,11.06,9.9,2.11,0.25,49.07,83,51,3.54,0.34,0.44,36.58,97,4.76,4.47,0.21,0.21,0,0,1.65,1.86,0.04,20,0.04,17,0.13,30,0.12,0.05,0.05,-0.07,,0.15
Kim Joo-Sung,Seoul,K League 1,2263,Centre Back,24,0,0.03,0.09,0.32,0,13,0,,0,0,0.12,0.12,0,0.03,0.44,0.04,0.04,0.04,1.78,5.52,10.06,4.57,0.08,5.05,1.59,9.27,0.97,2.75,65,71,8.55,8.42,1.07,0.28,56.99,93,76,2.7,0.31,0.32,45.3,100,5.11,3.06,0,0,0,0,0.56,0.56,0,,0,,0,21,0.05,0.05,0.04,-0.02,,0.11
Kim Young-Bin,Gangwon,K League 1,2259,Centre Back,33,0.04,0.09,0.15,0.6,7,27,0,,0,0.02,0.16,0.16,0.04,0.11,0.76,0.16,0.16,0.12,1.31,3.14,7.21,4.38,0.07,3.71,1.71,7.97,0.83,2.15,82,63,5.34,5.5,0.8,0.08,59.57,92,72,2.83,0.51,0.53,47.14,100,5.16,3.55,0.12,0.12,0,0.08,1.43,1.55,0,33,0.04,33,0.16,19,0.03,0.05,-0.03,-0.03,,0.03
Kim Young-Gwon,Ulsan,K League 1,1971,Centre Back,34,0.09,0.04,0.11,0.41,22,33,0,,0,0.02,0.41,0.41,0.09,0.07,0.82,0,0,0.05,1.87,2.62,8.04,5.53,0.08,4.16,2.37,8.86,1.42,3.3,82,52,6.07,6.68,1.14,0.27,68.05,88,58,6.49,0.58,0.61,56.9,100,4.97,7.22,0.37,0.37,0,0,0.46,0.82,0.05,13,0.05,20,0,25,0.1,0.07,0.02,0.03,,0.22
Kwon Kyung-Won,Suwon FC,K League 1,2015,Centre Back,32,0.04,0.05,0.08,0.54,8,17,0,,0,0.01,0.22,0.22,0.04,0.05,0.76,0,0,0.09,0.97,4.46,5.09,3.35,0.08,3.53,1.61,8.26,1.13,2.09,88,72,3.93,4.21,0.76,0.09,57.57,93,79,4.29,0.51,0.52,45.51,100,4.78,4.78,0.18,0.18,0,0.13,1.16,1.34,0.04,25,0.09,67,0.18,24,0.08,0.06,0.06,-0.06,,0.14
Lachlan Jackson,Suwon FC,K League 1,1612,Centre Back,29,0.06,0.03,0.09,0.39,14,57,0,,0,0.02,0.17,0.17,0.06,0.05,0.56,0,0,0.11,0.81,3.45,5.81,3.13,0.04,3.18,1.23,6.53,1.07,1.87,58,70,4.41,4.17,0.67,0.28,38.58,85,58,2.01,0.36,0.37,28.87,99,4.25,2.96,0.06,0.06,0,0.06,1.06,1.12,0,0,0,0,0.22,32,0.03,0.03,0.09,0.02,,0.16
Lee Gi-Hyuk,Gangwon,K League 1,3118,Centre Back,24,0,0.01,0.04,0.2,0,14,0,,0.14,0.07,0.75,0.38,0.14,0.08,0.95,0.92,0.58,0.46,2.04,3.64,13.05,6.96,0.07,4.88,2.08,9.64,1.76,3.81,67,74,10.33,10.22,2.4,0.55,62.67,86,53,3.87,0.37,0.38,52.33,97,6.24,5.22,0.92,0.4,0.52,0.06,0.43,0.84,0,19,0.17,24,0.09,23,0.1,0.07,0.09,-0.01,,0.25
Lee Jae-Ik,Jeonbuk Motors,K League 1,1527,Centre Back,25,0.06,0.03,0.1,0.29,20,20,0,,0,0,0.06,0.06,0.06,0.03,0.35,0.06,0,0.06,1.29,3.34,8.61,4.77,0.09,3.77,1.3,6.6,1.04,2.33,33,46,6.84,5.91,1.06,0.12,54.64,88,54,2.71,0.3,0.32,45.39,99,4.02,3.54,0.12,0.12,0,0,0.59,0.71,0,0,0,,0,24,0.04,0.03,0.05,-0.04,,0.09
Oh Ban-Suk,Incheon United,K League 1,1324,Centre Back,36,0,0.1,0.13,0.75,0,18,0,,0,0.01,0.27,0.27,0,0.1,1.02,0.07,0.07,0.34,0.76,3.34,7.89,4.42,0.08,3.47,2.79,9.18,1.22,1.97,78,74,6.19,6.24,1.09,0.2,45.9,84,45,2.72,0.4,0.44,33.73,98,3.91,4.49,0.14,0.14,0,0,1.7,1.84,0.07,0,0,,0.14,30,0.06,0.03,0.05,-0.05,,0.1
Park Chan-Yong,Pohang Steelers,K League 1,607,Centre Back,28,0.15,0.03,0.06,0.59,25,25,0,,0,0,0,0,0.15,0.03,0.59,0,0,0.15,2.4,3.26,9.79,7.56,0.03,3.11,2.97,7.42,1.63,4.03,67,69,7.71,8.05,2.08,0.15,53.1,88,56,3.41,0.26,0.37,41.98,99,4.56,4.15,0,0,0,0,1.63,1.63,0,,0,0,0,27,0.01,-0.01,-0.02,0.02,,0.01
Park Chan-Yong,Sangju Sangmu,K League 1,1061,Centre Back,28,0,0.05,0.08,0.59,0,0,0,,0,0,0.08,0.08,0,0.05,0.68,0.08,0,0.08,1.24,3.01,11.71,6.45,0.07,3.39,1.53,7.89,1.35,2.58,70,53,8.82,6.31,1.36,0.25,38.44,86,69,4.41,0.28,0.3,26.64,99,4.88,4.5,0.08,0.08,0,0,0.85,0.93,0,0,0,,0,26,0.03,0.03,0.09,-0.05,,0.09
Park Seong-Hun,Seoul,K League 1,1144,Centre Back,21,0.08,0.02,0.09,0.24,33,67,0,,0,0,0,0,0.08,0.02,0.24,0.16,0,0,1.13,4.24,8.66,5.43,0.06,4.33,2.2,7.48,1.07,2.19,60,39,7.24,8.25,1.34,0.31,62.57,93,75,2.75,0.4,0.43,51.87,100,4.32,3.23,0,0,0,0.08,0.71,0.71,0,,0,,0.08,20,0.05,0.04,0.04,-0.02,,0.11
