Name,Team,Competition,Minutes,Primary Position,Age,NP Goals,xG,xG/Shot,Shots,Goal Conversion%,Shooting%,Shot Touch%,Penalty Conversion%,Assists,xG Assisted,Key Passes,OP Key Passes,Scoring Contribution,xG & xG Assisted,Shots & Key Passes,Dribbles,Successful Dribbles,Dispossessed,PAdj Interceptions,PAdj Clearances,Defensive Actions,Aggressive Actions,Blocks/Shot,Defensive Regains,Ball Recov. F2,Ball Recoveries,PAdj Tackles,PAdj Tack&Int,Dribbles Stopped%,Aerial Win%,Pressures,PAdj Pressures,Counterpressures,Counterpress Regains,OP Passes,Passing%,Long Ball%,Deep Progressions,xGBuildup,xGChain,Carries,Carry%,Carry Length,OP F3 Passes,PintoB,OP Passes Into Box,SP PintoB,Passes Inside Box,Touches In Box,PinTin,Throughballs,Successful Box Cross%,Successful Crosses,Crossing%,Deep Completions,Pass Forward%,Pass OBV,D&C OBV,DA OBV,Shot OBV,Goalkeeper OBV,OBV
Vladislav Klimovich,Diósgyőr,NB I,754,Defensive Midfielder,28,0,0.04,0.06,0.72,0,33,1,,0.12,0.07,0.48,0.48,0.12,0.11,1.19,0.6,0.36,1.19,0.58,0.78,23.51,9.19,0.06,3.82,4.18,8.95,1.19,1.77,40,42,20.4,11.33,3.82,0.12,24.7,71,33,2.39,0.55,0.57,18.73,88,5.56,4.77,0.48,0.48,0,0.36,1.67,2.15,0,0,0.12,14,0.36,28,0.05,0.03,0.06,0.03,,0.18
Artúr Horváth,MTK,NB I,539,Defensive Midfielder,21,0,0.03,0.06,0.5,0,33,1,,0,0.04,0.5,0.5,0,0.07,1,1,0.67,1.17,0.29,1.67,21.87,9.35,0,5.01,5.01,7.68,1.48,1.77,33,11,19.53,22.14,4.17,0.5,32.38,85,82,3.51,0.26,0.29,30.88,90,3.86,8.18,0.33,0.33,0,0.17,1.17,1.5,0,0,0,0,0.33,14,0.04,0.03,-0.01,-0.03,,0.02
Roland Kersák,Kecskeméti TE,NB I,497,Goalkeeper,27,0,0,,0,,,0,,0,0,0,0,0,0,0,0.36,0.36,0.18,0,0,0.18,0,0,7.79,0,5.43,0,0,,,0.18,0.15,0.18,0.18,21.01,67,50,0.36,0.13,0.13,14.67,99,5.53,0,0,0,0,0,0,0,0,,0,,0,56,0.15,0.03,,,0.3,0.48
Bálint Geiger,Ujpest,NB I,656,Defensive Midfielder,21,0,0.03,0.04,0.69,0,40,1,,0.55,0.2,1.37,1.24,0.55,0.23,2.06,0.82,0.27,0.41,1.11,1,18.12,9.61,0.01,3.84,4.39,8.37,1.56,2.67,33,17,15.24,13.79,2.88,0.41,43.11,82,69,6.04,0.22,0.4,33.91,96,3.68,10.71,1.78,1.51,0.27,0,0.55,2.06,0.27,31,0.69,71,0.14,24,0.15,0.04,0.03,0,,0.21
Rudi Vancaš Požeg,Diósgyőr,NB I,406,Centre Attacking Midfielder,31,0,0.15,0.1,1.55,0,43,2,,0.66,0.2,2.22,0.89,0.66,0.35,3.77,1.11,0.44,1.33,0.19,0.46,20.16,9.53,0.01,1.55,4.65,7.31,0.72,0.91,25,43,18.61,16.58,3.54,0.22,25.26,67,39,2.66,0.57,0.72,24.81,88,5.71,8.64,3.99,2.44,1.55,0,3.32,5.76,0,22,0.89,33,0.22,15,0.17,0.19,-0.02,-0.1,,0.24
Habib Maïga,Ferencvaros,NB I,603,Defensive Midfielder,29,0,0.05,0.06,0.9,0,17,1,,0.15,0.1,0.75,0.75,0.15,0.15,1.64,0.6,0.3,1.04,2.39,3.12,20.89,11.04,0.07,6.12,4.63,11.79,4.1,6.49,64,50,16.12,24.13,4.63,0.75,50.29,86,58,4.33,0.47,0.49,38.8,95,3.39,9.7,0.15,0.15,0,0.3,1.49,1.64,0,0,0,0,0.3,12,-0.01,0.07,-0.05,-0.03,,-0.02
Márk Kosznovszky,MTK,NB I,785,Defensive Midfielder,23,0.34,0.05,0.05,1.15,30,50,1,,0.23,0.08,1.38,1.38,0.57,0.13,2.52,1.03,0.57,1.03,1.14,0.79,26.27,13.88,0.03,5.05,4.93,10.09,2.06,3.2,40,42,22.37,24.35,5.05,0.57,47.37,83,60,5.62,0.42,0.46,41.06,94,5.01,14.8,0.8,0.8,0,0.23,2.18,2.98,0,29,0.23,20,0.69,20,0,0.11,0,0.05,,0.17
Samuel Petráš,Győri ETO,NB I,301,Goalkeeper,26,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.9,0,5.97,0,5.67,0,0,,,0.6,0.66,0,0,22.99,71,47,1.79,0.13,0.13,17.32,100,4.74,0.6,0,0,0,0,0,0,0,,0,,0,47,0.12,0.05,-0.21,,0.13,0.09
Philippe Rommens,Ferencvaros,NB I,528,Defensive Midfielder,27,0,0.04,0.04,1.02,0,17,1,,0,0.04,1.19,1.02,0,0.07,2.22,0,0,0.34,1.36,0.62,18.24,9.89,0.02,4.94,6.82,11.42,2.55,3.9,20,40,15.51,24.45,4.6,0.68,65.46,88,67,6.65,0.55,0.59,47.56,98,3.76,15,0.68,0.17,0.51,0.17,1.36,1.53,0.34,25,0.34,40,0,12,0.07,0.05,0.02,-0.05,,0.08
Rajmund Tóth,Győri ETO,NB I,1009,Defensive Midfielder,21,0,0.02,0.06,0.27,0,0,0,,0.09,0.12,0.36,0.36,0.09,0.14,0.62,0.8,0.45,1.16,2.81,1.53,27.3,12.85,0.02,7.94,5.18,11.42,3.37,6.19,43,50,23.02,22.95,5.62,0.45,37.21,81,74,3.3,0.34,0.45,29,91,4.08,5.44,0.36,0.36,0,0.18,1.16,1.52,0.18,25,0.09,33,0.09,22,0.03,0.04,0.11,-0.02,,0.16
Slobodan Babić,Nyíregyháza Spartacus,NB I,333,Centre Forward,25,0.27,0.24,0.09,2.7,10,40,4,,0,0.04,0.54,0.54,0.27,0.28,3.24,1.89,1.08,2.97,0.12,0.51,40.49,20.24,0.04,6.75,2.97,5.4,0.33,0.45,0,35,38.6,18.83,2.97,0,19.7,71,100,1.89,0.4,0.55,22.4,69,4.79,5.94,0.27,0.27,0,0.54,6.48,6.75,0,0,0,,0.81,13,-0.01,0.16,0.01,-0.1,,0.07
Soma Szuhodovszki,Debrecen,NB I,401,Left Defensive Midfielder,25,0,0.06,0.04,1.57,0,14,2,,0,0.13,1.8,1.35,0,0.18,3.37,2.02,1.35,1.57,0.53,1.45,22.45,10.55,0.04,3.82,5.16,9.65,0.21,0.74,60,13,19.75,15.58,3.82,0,36.14,82,86,4.04,0.32,0.57,35.24,92,4.37,8.75,1.35,0.9,0.45,0.45,3.14,4.04,0.22,0,0.45,33,1.35,17,0.15,0.1,0.08,-0.02,,0.31
Roland Szolnoki,Puskas,NB I,537,Defensive Midfielder,33,0,0,,0,,,0,,0,0.15,1.01,1.01,0,0.15,1.01,0.17,0,0,1.4,2.19,14.75,6.87,0.03,2.51,4.36,9.89,1.8,3.21,67,62,11.73,13.03,1.68,0,41.23,74,52,4.19,0.14,0.34,26.15,99,3.3,5.87,0.67,0.67,0,0.5,1.68,2.35,0,0,0,0,0.5,25,0.09,0.01,-0.12,,,-0.02
Szabolcs Mezei,Paksi FC,NB I,653,Defensive Midfielder,24,0.14,0.05,0.04,1.24,11,33,1,,0.41,0.32,2.62,1.52,0.55,0.36,3.86,0.96,0.69,1.24,1.66,0.74,26.05,14.61,0.01,6.61,6.06,10.2,1.56,3.23,17,43,23.7,23.85,4.13,0.83,48.51,78,56,8.96,0.45,0.57,39.27,95,3.33,16.95,3.45,1.79,1.65,0.41,1.93,3.72,0.28,12,0.69,26,0.55,23,0.31,0.08,0.02,-0.04,,0.38
Tamás Nikitscher,Kecskeméti TE,NB I,1147,Defensive Midfielder,25,0.16,0.08,0.07,1.1,14,29,1,,0,0.05,0.39,0.39,0.16,0.12,1.49,1.8,1.18,1.73,1.24,0.65,16.71,8.71,0.02,4.47,4.86,8.71,1.3,2.54,50,69,13.96,13.49,3.29,0.39,31.38,85,65,4,0.43,0.5,31.38,89,5.94,9.41,0.39,0.39,0,0.55,2.51,2.9,0,40,0.47,50,0.63,19,-0.01,0.08,0.01,-0.02,,0.06
Yuriy Toma,Nyíregyháza Spartacus,NB I,522,Defensive Midfielder,29,0,0.01,0.04,0.34,0,0,0,,0.17,0.01,0.69,0.69,0.17,0.03,1.03,1.55,0.86,1.03,0.56,0.91,17.58,10.68,0.04,2.41,6.89,12.06,1.28,1.85,50,88,14.82,12.4,3.45,0.17,34.98,81,57,3.27,0.27,0.28,27.06,90,3.99,7.24,0.34,0.34,0,0.17,0.86,1.21,0,0,0.17,25,0.34,20,0.03,0.05,0.02,-0.01,,0.08
Áron Csongvai,Fehervar,NB I,1086,Defensive Midfielder,24,0.08,0.12,0.08,1.41,6,35,1,,0.08,0.03,0.5,0.41,0.17,0.15,1.91,0.58,0.33,0.33,0.78,1.98,16.32,8.62,0.03,4.47,4.47,11.35,1.62,2.4,50,60,13.26,12.05,2.73,0.5,43.41,79,63,6.3,0.67,0.73,32.23,97,4.4,8.12,0.5,0.41,0.08,0.08,1.24,1.66,0.25,0,0.08,25,0.08,28,0.03,0.06,0.06,-0.07,,0.08
Csanád-Vilmos Dénes,Zalaegerszegi TE,NB I,881,Winger,20,0.2,0.25,0.09,2.76,7,37,5,,0.31,0.15,1.43,1.43,0.51,0.4,4.19,4.5,2.15,3.27,0.41,0,19.83,6.95,0,1.84,3.88,7.05,0.48,0.89,25,33,17.88,10.11,3.78,0.1,19.93,61,37,2.66,0.38,0.67,31.47,72,8.05,8.18,1.12,1.12,0,0.82,6.64,7.77,0.2,36,0.92,31,1.23,18,0,0.1,0.01,-0.07,,0.04
Tobias Christensen,Fehervar,NB I,473,Centre Attacking Midfielder,25,0,0.06,0.08,0.76,0,25,1,,0.19,0.09,1.33,0.95,0.19,0.15,2.09,1.9,0.95,2.66,0.66,0.22,15.02,7.6,0,3.99,3.23,5.89,1.72,2.37,75,20,13.12,15.42,2.66,0.57,40.3,80,24,4.56,0.44,0.51,42.01,89,5.61,15.78,2.47,1.71,0.76,0.19,2.47,4.18,0,15,0.57,38,0.38,16,0.02,0.05,0.02,-0.03,,0.06
Tom Lacoux,Ujpest,NB I,389,Centre Defensive Midfielder,23,0,0.01,0.03,0.46,0,0,0,,0,0.01,0.23,0.23,0,0.02,0.69,0.69,0.46,0.92,2.42,1.81,25.2,12.95,0.04,6.01,3.01,12.25,2.23,4.64,57,44,20.34,21.27,5.55,0.69,60.11,85,53,3.93,0.24,0.24,51.09,96,3.83,6.94,0.46,0.23,0.23,0,0.23,0.46,0,0,0,0,0,21,-0.06,0.08,0.12,-0.01,,0.13
Adama Traoré,Ferencvaros,NB I,667,Winger,29,0.4,0.28,0.12,2.43,17,50,3,,0,0.17,1.89,1.89,0.4,0.45,4.31,3.51,2.02,1.35,0.45,0.82,11.33,4.58,0,2.56,4.05,5.12,0.86,1.31,67,41,10.38,15.8,2.43,0.4,31.96,79,64,3.51,0.67,0.93,37.08,88,5.7,15.37,1.89,1.89,0,1.48,6.34,8.22,0.13,21,1.08,44,2.16,11,0.14,0.23,0,0.12,,0.48
Krisztofer Horváth,Ujpest,NB I,511,Winger,23,0,0.16,0.06,2.64,0,33,4,,0.18,0.07,1.23,1.06,0.18,0.23,3.88,2.64,1.59,3.35,0.4,0.6,19.74,6.87,0,2.29,4.41,7.76,0.92,1.32,13,47,16.92,18.79,3.88,0.35,36.84,70,33,5.99,0.54,0.65,42.83,85,6.6,12.51,1.59,1.41,0.18,0.53,3.53,4.94,0.35,11,0.35,25,0.71,17,-0.03,0.14,0,-0.07,,0.05
Mikael Soisalo,Puskas,NB I,685,Winger,27,0,0.09,0.14,0.66,0,0,1,,0.39,0.31,1.84,1.45,0.39,0.4,2.5,1.97,1.05,1.45,0.91,0.37,18.13,8.28,0.01,4.2,3.15,5.39,1.11,2.02,40,26,16.69,19.83,3.94,0.13,21.68,63,28,1.84,0.44,0.68,20.76,79,7.39,6.7,1.58,1.18,0.39,0.53,3.02,4.2,0,58,1.31,40,1.18,18,0.16,0.06,0.03,-0.06,,0.2
Márk Kovácsréti,Nyíregyháza Spartacus,NB I,1113,Winger,24,0.24,0.16,0.05,3.48,7,40,5,100,0,0.12,1.86,1.05,0.24,0.28,5.34,3.32,1.46,1.54,0.42,0.33,25.47,13.34,0.01,4.2,4.2,6.95,1.15,1.57,54,35,22.32,14.46,3.32,0.24,27.17,58,38,3.64,0.27,0.41,30,82,5.44,7.68,2.18,0.89,1.29,0.24,4.45,5.34,0.08,22,0.65,21,0.4,16,0.14,0.05,0.01,-0.07,,0.14
Mátyás Katona,Fehervar,NB I,612,Winger,25,0.15,0.23,0.1,2.35,6,31,4,,0,0.06,1.47,1.03,0.15,0.29,3.83,0.88,0.44,2.35,0.18,0.15,23.98,10.89,0.02,4.12,3.38,6.77,2.55,2.72,45,26,20.45,19.52,3.09,0.44,23.69,77,43,1.62,0.45,0.51,26.04,82,5.21,7.65,1.03,0.44,0.59,0.15,4.12,4.56,0,14,0.29,50,0.59,9,0.01,0.06,0.03,-0.07,,0.02
Yacouba Silue,Debrecen,NB I,352,Centre Forward,23,0.26,0.3,0.12,2.56,10,30,3,,0.26,0.05,0.51,0.51,0.51,0.35,3.07,3.58,2.05,2.3,0,1.29,19.71,7.68,0.02,3.84,4.35,6.14,0.53,0.53,0,32,16.89,21.34,5.12,0.77,26.62,65,67,1.54,0.28,0.51,34.55,79,6.06,9.21,0.51,0.51,0,0.51,6.91,7.42,0,50,0.77,43,0.77,9,-0.12,0.01,0.02,-0.07,,-0.17
Yohan Croizet,Zalaegerszegi TE,NB I,468,Centre Forward,33,0.77,0.29,0.1,2.88,27,33,4,,0,0.09,1.54,1.15,0.77,0.38,4.42,2.69,1.35,3.65,0,0,14.22,4.81,0,1.54,3.27,5.57,0.63,0.63,40,26,12.3,7.01,2.31,0,27.68,67,33,4.42,0.37,0.6,33.64,75,5.87,9.61,1.54,0.77,0.77,0.19,5,5.77,0.19,25,0.38,18,0.38,12,0.06,-0.05,0.01,0.15,,0.17
Rajmund Molnár,MTK,NB I,730,Winger,22,0.25,0.18,0.06,2.96,8,58,5,,0,0.1,1.48,1.48,0.25,0.29,4.44,3.45,1.36,2.34,0.46,1,21.7,10.11,0.01,3.45,3.7,5.92,1.64,2.1,56,33,18.49,20,4.68,0.49,25.52,64,42,3.08,0.45,0.61,30.32,78,5.53,8.38,0.74,0.74,0,0.49,4.68,5.42,0,83,0.74,35,0.74,13,0.03,0.11,0.03,0.05,,0.22
Wajdi Sahli,Győri ETO,NB I,607,Winger,28,0,0.27,0.14,1.93,0,31,3,,0.15,0.22,2.22,1.33,0.15,0.48,4.15,1.78,0.59,2.08,0.43,0.26,21.8,10.83,0.01,2.67,4.89,9.34,0.68,1.11,56,36,20.02,17.72,3.71,0.3,25.81,72,51,4.15,0.36,0.57,27,80,4.96,8.01,2.82,1.33,1.48,0.15,2.82,4.15,0.3,21,0.59,44,0.15,17,0.1,0.02,0.03,-0.05,,0.11
Zsombor Nagy,MTK,NB I,383,Left Centre Back,27,0,0,,0,,,0,,0,0.01,0.23,0.23,0,0.01,0.23,0.23,0,0.23,0.42,1.76,16.9,10.8,0.05,4.7,2.58,8.22,3.29,3.72,67,55,12.44,14.11,1.64,0.23,47.42,85,69,3.76,0.12,0.13,39.44,99,3.54,4.46,0,0,0,0,0,0,0,,0,0,0,23,0.06,0.03,0.02,,,0.12
Zétény Varga,Diósgyőr,NB I,366,Right Midfielder,18,0,0.03,0.02,1.23,0,40,3,,0,0.17,1.47,0.98,0,0.19,2.7,3.44,0.74,2.21,0.48,0.45,21.12,9.09,0,0.98,4.17,7.86,2.14,2.62,40,29,17.44,14.07,4.42,0,18.91,59,44,2.46,0.62,0.73,20.63,65,5.84,6.88,1.47,0.98,0.49,0.25,1.47,2.46,0,17,0.98,36,0.49,23,0.15,0,0.04,-0.04,,0.15
Ádin Molnár,MTK,NB I,554,Winger,20,0.16,0.12,0.09,1.3,13,25,2,,0.16,0.2,2.11,2.11,0.32,0.32,3.41,3.74,2.27,1.3,0.13,0.9,19.82,9.75,0,2.92,2.92,6.34,1.53,1.66,67,40,18.03,20.02,3.25,0.16,27.62,77,81,2.92,0.54,0.67,33.63,84,6.01,9.26,1.79,1.79,0,0.16,2.6,4.39,0,55,1.3,53,0.32,13,0.09,0.09,0.03,0.07,,0.28
Ádám Kovácsik,Paksi FC,NB I,394,Goalkeeper,34,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.46,0.69,0,8.22,0,1.83,0,0,0,,0.46,0.39,0,0,11.88,64,55,0.69,0.13,0.13,7.31,100,5.78,0.46,0,0,0,0,0,0,0,,0,,0,78,0.13,0.01,,,0,0.14
Albion Marku,Győri ETO,NB I,640,Full Back,24,0,0.02,0.04,0.56,0,50,1,,0.28,0.12,1.55,1.55,0.28,0.14,2.11,2.11,1.55,2.81,1.57,2.14,22.36,10.41,0.01,4.5,3.94,9.99,2.43,4,43,58,16.74,16.89,3.09,0.14,32.63,66,38,3.94,0.53,0.59,32.91,87,6.77,7.17,1.83,1.83,0,0.14,0.98,2.81,0,62,1.27,43,0.14,24,0.15,0.1,-0.04,-0.03,,0.19
Attila Osváth,Paksi FC,NB I,742,Full Back,29,0.12,0.05,0.04,1.21,10,40,1,,0.24,0.15,1.21,1.09,0.36,0.2,2.42,1.94,0.85,1.45,1.31,1.13,19.04,9.21,0.01,4.73,5.33,9.94,1.91,3.22,60,33,16.37,15.98,4.97,0.48,39.16,63,39,4.61,0.62,0.64,38.07,91,5.13,11.28,2.42,1.94,0.48,0.36,2.42,4.36,0,55,1.7,24,0.48,19,0.18,0.14,0.02,-0.03,,0.3
Álex Vallejo,Diósgyőr,NB I,474,Centre Defensive Midfielder,33,0,0.01,0.03,0.19,0,0,0,,0,0.02,0.38,0.38,0,0.03,0.57,0,0,0.76,1.43,2.73,16.53,8.74,0,7.03,6.84,14.25,2,3.43,83,83,13.68,9.96,2.47,0.19,35.72,78,64,5.7,0.57,0.57,21.66,96,5.28,7.98,0.38,0.38,0,0,0.19,0.57,0,0,0,0,0,24,0.06,0.04,0.07,-0.01,,0.16
Barnabás Bese,Ujpest,NB I,1000,Full Back,31,0.09,0.08,0.1,0.81,11,22,1,,0.09,0.05,0.63,0.63,0.18,0.13,1.44,0.81,0.27,0.54,1.24,3.27,6.84,2.61,0.03,2.34,2.79,7.47,0.58,1.82,67,49,5.85,6.01,1.17,0.27,31.49,70,41,3.6,0.39,0.44,22.94,95,4.35,6.84,0.45,0.45,0,0.54,3.51,3.96,0,40,0.45,28,0.72,33,0.09,0.12,0.05,0.01,,0.26
Jaroslav Navrátil,Nyíregyháza Spartacus,NB I,635,Full Back,33,0.43,0.29,0.3,0.99,43,43,2,,0,0.09,1.56,1.56,0.43,0.38,2.55,1.7,1.28,1.13,0.83,0.73,18.14,8.08,0.01,3.4,5.67,9.92,0.52,1.35,0,46,16.15,10.6,2.55,0.28,25.93,63,26,3.97,0.48,0.64,23.38,88,5.3,7.08,1.84,1.13,0.71,0,1.98,3.12,0,38,0.85,30,0,28,0.1,0.14,0.03,0.17,,0.45
Krisztián Nagy,Kecskeméti TE,NB I,613,Full Back,29,0,0.08,0.11,0.73,0,0,1,,0.29,0.2,2.94,1.61,0.29,0.28,3.67,0.73,0.44,0.15,0.44,0.74,14.09,6.17,0.02,2.2,2.79,8.37,1.23,1.67,55,38,12.04,12.72,3.38,0.29,42.72,74,51,4.7,0.38,0.52,34.65,97,3.63,14.68,3.82,2.2,1.61,0.29,1.91,4.11,0.15,31,1.17,32,0.29,22,0.25,0.05,0.03,-0.08,,0.27
Norbert Szendrei,Zalaegerszegi TE,NB I,1160,Full Back,25,0,0.05,0.05,1.01,0,15,1,,0.16,0.1,0.62,0.62,0.16,0.15,1.63,1.24,0.78,0.7,0.79,1.04,17.76,9.15,0.03,4.19,3.72,10.32,1.83,2.61,68,57,14.43,8.24,2.09,0.16,35.29,75,57,5.43,0.37,0.44,30.56,94,4.77,10.94,1.01,0.78,0.23,0.16,1.55,2.33,0.16,31,0.31,29,0.23,34,0.19,0.09,0.11,-0.04,,0.35
