Name,Team,Competition,Minutes,Primary Position,Age,NP Goals,xG,xG/Shot,Shots,Goal Conversion%,Shooting%,Shot Touch%,Penalty Conversion%,Assists,xG Assisted,Key Passes,OP Key Passes,Scoring Contribution,xG & xG Assisted,Shots & Key Passes,Dribbles,Successful Dribbles,Dispossessed,PAdj Interceptions,PAdj Clearances,Defensive Actions,Aggressive Actions,Blocks/Shot,Defensive Regains,Ball Recov. F2,Ball Recoveries,PAdj Tackles,PAdj Tack&Int,Dribbles Stopped%,Aerial Win%,Pressures,PAdj Pressures,Counterpressures,Counterpress Regains,OP Passes,Passing%,Long Ball%,Deep Progressions,xGBuildup,xGChain,Carries,Carry%,Carry Length,OP F3 Passes,PintoB,OP Passes Into Box,SP PintoB,Passes Inside Box,Touches In Box,PinTin,Throughballs,Successful Box Cross%,Successful Crosses,Crossing%,Deep Completions,Pass Forward%,Pass OBV,D&C OBV,DA OBV,Shot OBV,Goalkeeper OBV,OBV
Claudiu Vasile Bumba,Győri ETO,NB I,319,Left Wing,31,0.28,0.31,0.1,3.11,9,27,5,,0.56,0.09,1.41,1.41,0.85,0.39,4.52,2.26,0.56,0.85,0.62,0,15.25,6.5,0,1.69,5.08,7.63,1.39,2.02,50,20,12.99,11.61,3.95,0.28,31.35,62,33,2.54,0.44,0.62,35.31,88,6.01,8.47,1.41,1.41,0,0,4.52,5.93,0.28,40,0.85,20,0.56,21,-0.07,0.07,0.03,-0.19,,-0.16
Cristian Ramírez,Ferencvaros,NB I,499,Left Back,30,0,0.01,0.02,0.54,0,0,0,,0,0.06,1.44,1.44,0,0.07,1.98,1.08,0.9,0.54,3.97,1.11,9.73,3.96,0.06,3.78,6.31,10.09,1.8,5.78,50,44,7.93,12.51,1.26,0.18,70.64,86,71,10.81,0.48,0.51,64.7,98,4.58,20.18,2.52,2.16,0.36,0.36,0.72,2.88,0.36,21,0.72,27,0.18,24,0.25,0.12,-0.09,-0.02,,0.27
Riccardo Piscitelli,Ujpest,NB I,1186,Goalkeeper,31,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.15,0,7.29,0,4.4,0,0,100,,0.3,0.27,0,0,19.74,72,37,0.23,0.15,0.15,13.21,100,4.23,0.15,0,0,0,0,0,0,0,,0,,0,46,0.08,0.03,,,-0.05,0.07
Ármin Pécsi,Puskas,NB I,772,Goalkeeper,20,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,6.29,0,3.03,0,0,,,0,0,0,0,23.31,74,39,0.12,0.08,0.08,18.3,100,4.18,0.12,0,0,0,0,0,0,0,,0,,0,41,0.09,0.05,0.01,,0.05,0.19
Artem Favorov,Puskas,NB I,654,Full Back,31,0.14,0.1,0.07,1.38,10,30,1,,0.14,0.03,0.69,0.69,0.28,0.13,2.06,0.55,0.41,0.14,2.46,1.14,20.5,11.42,0.04,5.5,5.92,12.38,4.61,7.07,54,43,15.55,20.01,3.71,0.96,56.41,83,76,6.33,0.57,0.64,43.47,97,4.19,11.42,0.96,0.83,0.14,0.14,2.48,3.3,0,29,0.28,29,0.14,20,0.03,0.04,0.1,-0.02,,0.14
Eldar Ćivić,Ferencvaros,NB I,514,Full Back,29,0,0.01,0.02,0.53,0,67,0,,0,0.05,0.88,0.88,0,0.06,1.4,1.58,0.7,0.35,2.65,1.42,14.19,6.3,0.03,5.43,3.85,9.63,2.59,5.24,89,67,11.56,17.63,1.93,0.53,51.84,84,65,7.53,0.62,0.65,46.76,96,3.9,16.99,1.4,1.23,0.18,0.18,1.4,2.63,0.18,38,0.7,31,0.18,24,0.12,0.07,0.04,-0.01,,0.22
Daniel Csóka,Zalaegerszegi TE,NB I,355,Left Centre Back,25,0.25,0.09,0.35,0.25,100,100,0,,0,0,0.25,0.25,0.25,0.09,0.51,0,0,0,0.73,2.53,23.06,10.64,0.12,6.84,1.27,9.63,2.22,2.95,83,55,18.75,10.49,1.27,0.25,27.88,64,34,1.27,0.29,0.38,19.77,96,4.46,1.77,0,0,0,0.25,0.76,0.76,0,,0.25,100,0.25,43,0.02,0.02,0.16,0.11,,0.31
Ivan Miličević,Fehervar,NB I,527,Full Back,26,0,0,0.02,0.17,0,0,0,,0.17,0.23,1.2,1.02,0.17,0.23,1.37,1.88,1.02,1.37,1.11,1.89,16.9,8.37,0.01,4.27,3.76,7.85,1.35,2.47,38,67,13.49,11.67,2.56,0.34,45.59,67,44,4.61,0.38,0.41,39.27,93,4.22,10.07,2.05,1.37,0.68,0,0,1.37,0,75,1.71,26,0,26,0.34,0.07,0.06,0,,0.46
János Ferenczi,Debrecen,NB I,635,Full Back,34,0.14,0.07,0.06,1.13,13,25,1,,0,0,0.14,0.14,0.14,0.07,1.28,0.43,0.28,0.28,2.39,2.87,11.2,5.25,0.03,3.26,3.26,7.66,0.69,3.07,33,25,9.64,8.94,1.56,0,39.42,74,60,5.1,0.27,0.35,31.9,98,4.22,7.37,0.71,0.43,0.28,0,1.28,1.7,0,0,0,0,0,26,0.09,0.08,0,0.06,,0.22
Nemanja Antonov,MTK,NB I,665,Full Back,30,0,0.03,0.04,0.68,0,20,1,,0.14,0.1,1.76,1.35,0.14,0.13,2.44,2.17,1.08,0.54,3.01,0.78,10.96,5.82,0,3.11,3.38,7.85,2.68,5.69,67,42,8.39,10.84,2.03,0.41,46.69,77,54,7.85,0.4,0.44,43.71,94,5.67,13.13,2.3,1.89,0.41,0,1.35,3.25,0,65,1.62,41,0.14,27,0.16,0.09,-0.04,-0.03,,0.18
Sinan Medgyes,Zalaegerszegi TE,NB I,774,Full Back,31,0,0.02,0.04,0.47,0,0,0,,0.23,0.15,1.05,0.93,0.23,0.17,1.51,0.47,0.47,0.58,1.26,1.58,11.87,6.98,0.04,3.26,3.14,9.07,0.94,2.19,57,40,9.66,5.25,1.98,0.35,36.41,69,42,6.4,0.41,0.47,29.67,97,5.85,9.77,1.28,1.16,0.12,0.12,0.7,1.86,0.12,36,0.58,29,0.23,44,0.15,0.08,0.06,-0.03,,0.26
Dominik Zoltán Csontos,Győri ETO,NB I,356,Left Back,22,0,0.04,0.02,1.77,0,43,2,,0,0.19,3.28,2.02,0,0.23,5.05,0.51,0.51,1.01,1.17,2.38,11.87,6.82,0.03,4.04,3.03,9.6,2.23,3.4,67,43,8.84,9.8,2.27,0.51,40.42,72,34,5.56,0.13,0.23,37.13,96,4.09,8.84,2.27,0.76,1.52,0.25,1.01,1.77,0.25,22,0.76,33,0.25,23,0.19,0.08,0,-0.05,,0.22
Siniša Saničanin,Diósgyőr,NB I,1157,Full Back,30,0.08,0.11,0.14,0.78,10,10,1,,0.08,0.06,0.47,0.47,0.16,0.17,1.24,0.39,0.16,0.16,1.35,2.44,9.95,4.35,0.05,3.5,3.27,10.27,0.87,2.22,42,63,7.7,5.29,1.71,0.31,37.56,72,35,4.67,0.38,0.49,27.3,98,5.29,5.75,0.86,0.7,0.16,0,0.93,1.63,0,55,0.47,29,0,42,0.16,0.08,-0.01,0.01,,0.24
Donát Zsótér,Kecskeméti TE,NB I,328,Right Centre Midfielder,29,0,0.06,0.04,1.37,0,20,2,,0,0.1,0.82,0.55,0,0.15,2.19,0.27,0.27,1.1,1.28,0.22,15.91,5.49,0,3.29,3.57,5.21,0.46,1.74,20,14,13.99,12.95,3.02,0.55,36.76,66,40,4.66,0.15,0.17,28.26,89,4.27,10.97,0.82,0.55,0.27,0.55,3.02,3.57,0,33,0.55,18,0.27,18,0.03,0.01,0.03,-0.06,,0.01
Attila Fiola,Ujpest,NB I,602,Centre Back,35,0,0.01,0.05,0.15,0,100,0,,0,0.04,0.3,0.3,0,0.05,0.45,0.45,0.15,0.45,1.94,4.22,14.35,8.52,0.05,4.63,3.59,11.96,2.31,4.26,56,69,11.21,12.4,2.24,0.3,55.14,83,49,4.18,0.34,0.34,45.13,98,4.89,6.43,0.6,0.6,0,0,0.45,1.05,0.15,50,0.3,40,0.15,33,0.14,0.06,0.03,0,,0.23
Bence Gergényi,Ujpest,NB I,765,Centre Back,27,0,0.01,0.05,0.12,0,0,0,,0.12,0.08,0.71,0.59,0.12,0.09,0.82,0.82,0.12,0.47,1.6,2.87,16,9.29,0.03,3.65,1.65,7.41,2.23,3.83,47,62,12.59,12.78,1.06,0,42.94,75,44,4.71,0.47,0.49,32,96,6.21,7.18,1.41,0.94,0.47,0,0.35,1.29,0,50,0.71,35,0,32,0.2,0.04,0.03,-0.01,,0.26
Csaba Spandler,Fehervar,NB I,1074,Centre Back,29,0,0.04,0.08,0.42,0,20,0,,0,0.01,0.08,0.08,0,0.05,0.5,0.25,0.08,0.25,1.89,2.82,9.55,5.45,0.03,4.36,2.77,12.49,1.75,3.64,73,63,6.87,6.59,1.84,0.34,55.73,87,64,4.19,0.34,0.37,41.99,99,4.12,5.03,0.08,0.08,0,0.08,1.26,1.34,0,0,0,0,0.34,25,0.08,0.06,0.03,-0.03,,0.14
Dávid Zimonyi,Paksi FC,NB I,320,Left Centre Forward,27,0,0.54,0.24,2.25,0,63,3,,0,0.07,0.56,0.56,0,0.61,2.81,3.09,2.25,2.81,0.73,0,21.09,8.44,0,2.25,2.81,4.78,1.41,2.15,25,11,19.41,23.71,3.94,0,30.37,76,40,1.12,0.91,1.21,34.87,81,4.41,14.06,1.69,1.69,0,0.56,6.19,7.87,0,17,0.28,33,0.84,13,0.06,0.05,0.05,0.02,,0.18
Deian Boldor,Győri ETO,NB I,626,Centre Back,30,0.14,0.18,0.25,0.72,20,20,0,,0,0.01,0.29,0.29,0.14,0.19,1.01,0,0,0.14,1.84,5.36,9.92,4.32,0.05,3.6,2.88,11.36,1.77,3.61,55,68,7.34,8.06,1.87,0.29,49.91,82,65,3.88,0.36,0.55,36.68,98,4.84,4.75,0.29,0.14,0.14,0.14,2.3,2.45,0,0,0,0,0.14,29,0.07,0.04,-0.1,0.02,,0.03
Dušan Lagator,Debrecen,NB I,876,Centre Back,31,0,0.02,0.04,0.41,0,0,0,,0,0.02,0.1,0.1,0,0.03,0.51,0.51,0.21,0,2.66,3.49,18.81,9.76,0.05,5.45,3.08,10.17,2.03,4.69,100,52,14.08,13.93,3.08,0.41,45.42,85,72,2.88,0.27,0.27,35.97,99,4.45,3.8,0.21,0.21,0,0.21,1.03,1.23,0.1,0,0,0,0.21,28,0.04,0.06,0.13,-0.02,,0.21
Elton-Ofoi Acolatse,Diósgyőr,NB I,332,Right Wing,29,0.54,0.33,0.11,2.99,18,55,6,,0,0.18,1.36,1.09,0.54,0.51,4.34,3.26,2.17,1.63,0.25,0.81,13.84,5.16,0,1.63,3.53,6.51,0.26,0.51,33,25,11.67,7.07,1.36,0.27,19.54,61,45,4.34,0.64,0.86,26.05,84,9.32,6.78,1.63,1.09,0.54,0.81,3.53,4.61,0,67,1.36,36,0.54,18,0.32,0.14,0,0.17,,0.64
Heitor Marinho dos Santos,Győri ETO,NB I,592,Centre Back,25,0,0.01,0.05,0.15,0,0,0,,0,0,0,0,0,0.01,0.15,0.61,0.15,0.76,1.72,3.4,16.28,8.82,0.04,4.72,1.52,10.5,1.45,3.17,75,55,12.78,10.46,1.83,0,37.12,77,43,2.13,0.48,0.49,28,96,6.05,1.98,0,0,0,0,0.76,0.76,0,,0,,0,34,0.05,0.04,0.05,-0.01,,0.12
Jorgo Pëllumbi,Debrecen,NB I,592,Centre Back,24,0.15,0.02,0.08,0.3,50,50,0,,0,0.03,0.76,0.76,0.15,0.06,1.06,1.22,0.76,0.3,2.64,4.44,15.36,5.63,0.05,3.95,2.89,7.76,2.05,4.69,64,50,11.71,12.14,2.59,0.3,48.81,85,38,3.5,0.32,0.33,38.93,98,4.77,6.23,0.46,0.46,0,0.15,0.91,1.37,0,67,0.46,50,0.15,27,0.13,0.05,0.09,-0.01,,0.25
Krisztián Keresztes,Nyíregyháza Spartacus,NB I,604,Centre Back,25,0,0.02,0.04,0.45,0,0,0,,0,0,0.15,0.15,0,0.02,0.6,0.74,0.74,0.3,0.91,3.32,11.77,6.7,0.08,3.72,2.83,13.41,1.19,2.1,80,69,8.64,7.41,1.04,0,36.65,74,52,4.02,0.11,0.12,27.56,99,6.63,3.28,0.45,0.45,0,0,0.89,1.34,0,0,0,,0,41,0.11,0.05,-0.01,-0.01,,0.13
Levente Katona,Kecskeméti TE,NB I,976,Centre Back,23,0.09,0.09,0.09,1.01,9,27,0,,0,0.07,0.65,0.65,0.09,0.16,1.66,0.37,0,0.65,1.18,2.99,13.28,6.27,0.05,4.7,2.95,10.88,1.72,2.9,53,76,10.33,10.8,1.94,0.18,44.99,80,52,3.96,0.41,0.43,34.39,96,4.86,6.27,0.55,0.46,0.09,0.28,3.04,3.5,0,17,0.28,50,0.37,28,0.05,0.05,0.03,-0.04,,0.08
Patrizio Stronati,Puskas,NB I,1065,Centre Back,30,0.08,0.04,0.08,0.51,17,50,0,,0,0.01,0.08,0.08,0.08,0.05,0.59,0.34,0.34,0.25,1.57,5.62,11.83,5.92,0.09,3.63,1.94,12.08,1.77,3.34,85,61,8.96,10.86,1.44,0,57.21,90,71,1.94,0.53,0.55,42.42,99,3.75,2.03,0.17,0.17,0,0,1.35,1.52,0,50,0.08,100,0.08,27,0.09,0.03,0.07,0.05,,0.24
Raul Bicalho,Ferencvaros,NB I,591,Centre Back,26,0.15,0.11,0.18,0.61,25,50,0,,0,0.02,0.3,0.3,0.15,0.13,0.91,0,0,0,1.69,7.57,13.09,7.46,0.04,6.54,2.13,9.89,4.24,5.93,60,75,9.59,13.29,1.52,0.15,70.77,88,61,6.39,0.57,0.58,57.22,100,4.82,7.3,0.15,0.15,0,0.15,1.37,1.52,0.15,0,0,,0.15,23,0.08,0.12,0.03,0.03,,0.27
Stefan Gartenmann,Ferencvaros,NB I,534,Centre Back,28,0.17,0.08,0.24,0.34,50,50,0,,0,0.02,0.51,0.51,0.17,0.1,0.84,0.34,0.17,0,2.29,6.46,10.63,5.4,0.05,4.89,3.04,12.82,2.22,4.5,100,44,7.59,10.91,1.69,0.34,74.72,91,69,4.55,0.71,0.8,60.72,99,4.49,6.24,0.67,0.67,0,0,1.01,1.69,0,25,0.17,33,0,22,0.1,0.07,0.13,0.08,,0.38
Tamás Kádár,MTK,NB I,623,Centre Back,35,0,0.02,0.03,0.58,0,0,0,,0,0,0,0,0,0.02,0.58,0.29,0.29,0.14,1.71,4.63,9.1,3.76,0.04,3.47,2.75,14.45,1.3,3.01,50,73,7.37,9.02,0.58,0,65.03,90,63,3.32,0.48,0.49,47.25,100,4.02,3.76,0.14,0.14,0,0,0.43,0.58,0,0,0,,0,29,0.12,0.05,0.08,-0.03,,0.23
Daniel Lukacs,Kecskeméti TE,NB I,871,Centre Forward,29,0.21,0.21,0.1,2.07,10,45,4,,0.21,0.09,1.34,0.72,0.41,0.3,3.41,1.76,0.62,0.93,0.26,0.1,15.6,6.61,0,1.86,3.51,5.27,0.61,0.87,33,15,14.15,13,3.41,0.31,21.49,67,45,2.07,0.33,0.43,22.21,84,7.24,7.64,1.96,0.83,1.14,0.1,4.75,5.58,0.1,21,0.41,18,0.31,9,0.02,0.05,0.03,-0.11,,-0.01
Fran Brodić,Ujpest,NB I,1017,Centre Forward,28,0.27,0.26,0.15,1.77,15,45,3,50,0.27,0.16,0.8,0.8,0.53,0.42,2.57,1.15,0.35,2.57,0.08,0.82,21.24,9.56,0.02,2.83,2.04,3.45,0.94,1.02,44,22,18.05,17.95,4.51,0.35,18.32,76,44,1.59,0.35,0.66,21.95,73,4.24,5.84,0.53,0.53,0,0.27,4.16,4.69,0,17,0.09,25,0.53,11,-0.04,-0.03,0.05,0.18,,0.16
Gábor Jurek,Diósgyőr,NB I,318,Right Midfielder,20,0.28,0.07,0.13,0.57,50,50,1,,0.28,0.34,1.98,1.13,0.57,0.41,2.54,1.98,1.7,1.7,0.14,0.53,17.53,7.91,0.02,3.39,5.09,9.05,0.42,0.56,100,18,15.83,9.89,1.7,0.28,24.03,63,50,2.26,0.73,0.75,24.03,87,6.46,7.07,1.7,0.57,1.13,0.57,4.81,5.37,0,17,1.13,27,1.41,14,0.28,0.09,0.03,0.15,,0.55
Máté Sajbán,Zalaegerszegi TE,NB I,652,Attacking Midfielder,29,0.28,0.22,0.13,1.66,17,50,2,,0,0.07,0.83,0.83,0.28,0.29,2.48,0.55,0.28,1.52,0.17,0.82,20.98,10.21,0.02,3.17,4,6.63,0.61,0.78,25,47,18.91,10.31,3.73,0.28,23.88,70,31,2.48,0.51,0.6,20.84,83,5.22,8.42,0.28,0.28,0,0.28,5.38,5.66,0,0,0,0,0.69,32,-0.06,0.02,0.09,0.09,,0.13
Kristóf Papp,Paksi FC,NB I,882,Attacking Midfielder,32,0.1,0.16,0.12,1.33,8,15,1,,0.1,0.04,0.41,0.41,0.2,0.2,1.73,1.63,0.92,1.63,0.74,1.32,22.54,9.38,0.05,4.28,6.63,11.42,2.31,3.04,78,47,19.17,20.68,5.41,0.2,34.57,73,33,2.45,0.36,0.6,26.11,87,3.18,11.22,1.33,1.33,0,0.71,5.3,6.63,0.1,31,0.51,56,0.71,22,0.06,0.06,0.11,0.01,,0.24
Jozsef Windecker,Paksi FC,NB I,796,Attacking Midfielder,32,0.34,0.2,0.14,1.47,23,46,2,67,0.11,0.03,0.34,0.34,0.45,0.23,1.81,0.11,0,1.24,0.4,1.96,25.99,13.45,0,6.78,5.09,9.83,2.33,2.72,50,50,21.47,22.03,4.97,1.02,33.56,76,54,2.94,0.58,0.61,25.2,92,2.83,10.4,0.23,0.23,0,0.45,4.63,4.86,0,0,0,,0.57,25,-0.06,0.04,0.07,0.06,,0.12
Franchu,Diósgyőr,NB I,544,Attacking Midfielder,27,0.17,0.13,0.08,1.65,10,20,3,,0.17,0.21,1.99,1.32,0.33,0.34,3.64,2.81,0.66,0.83,0.96,0.88,30.78,18.7,0.01,3.97,2.15,5.96,1.87,2.83,25,50,27.14,18.98,5.63,0.17,24.82,72,37,3.31,0.51,0.64,27.8,86,6.53,8.27,1.82,1.16,0.66,0.33,3.14,4.3,0.17,27,0.66,40,0.5,16,0.14,0.07,0.04,-0.09,,0.17
Aboubakar Keita,Nyíregyháza Spartacus,NB I,677,Centre Forward,27,0,0.09,0.11,0.8,0,17,1,,0.13,0.05,0.66,0.66,0.13,0.13,1.46,0.93,0.66,0.93,1.36,1.3,21.01,13.43,0.02,5.32,4.79,11.84,1.55,2.92,33,59,17.29,12.02,3.46,0.53,38.3,77,55,3.72,0.35,0.41,28.59,94,3.95,5.32,0.27,0.27,0,0.13,0.8,1.06,0.27,0,0.13,100,0.13,23,0.02,0.06,-0.02,-0.03,,0.03
Bence Bedi,Fehervar,NB I,737,Centre Forward,28,0,0.06,0.05,1.1,0,44,2,,0,0.06,1.1,1.1,0,0.12,2.2,1.1,0.37,1.71,0.75,0.88,19.05,9.04,0.06,3.54,4.88,8.79,1.6,2.35,73,41,16.49,15.95,4.88,0.49,32.48,78,58,3.91,0.41,0.45,29.31,88,5.75,9.28,0.61,0.61,0,0.12,0.98,1.59,0.12,40,0.24,40,0.24,22,0,0.04,0.05,-0.05,,0.05
Gergő Holdampf,Diósgyőr,NB I,938,Centre Forward,30,0,0.1,0.21,0.48,0,60,1,,0,0.03,0.38,0.38,0,0.13,0.86,0.67,0.29,0.29,0.73,1.43,19.86,10.26,0.04,3.93,5.66,10.94,0.67,1.4,25,39,16.21,9.92,3.55,0.1,28.87,68,43,3.36,0.26,0.29,20.34,95,3.98,6.04,0.38,0.38,0,0.1,0.67,1.06,0,25,0.19,29,0.19,32,0.01,0.06,0.03,0.03,,0.13
Jack Ipalibo,Zalaegerszegi TE,NB I,313,Left Defensive Midfielder,27,0,0.02,0.02,0.86,0,0,2,,0,0.01,0.29,0.29,0,0.04,1.15,1.15,0,0.29,1.12,1.44,17.28,11.23,0.07,5.47,3.46,9.5,1.36,2.48,57,30,14.68,8.69,2.3,0.29,30.81,76,50,2.88,0.29,0.3,22.17,88,5.29,5.47,0.86,0.86,0,0,0.58,1.44,0,0,0,,0,25,0.02,-0.02,0.18,-0.04,,0.15
Jakov Puljić,Puskas,NB I,428,Centre Forward,31,0,0.23,0.09,2.52,0,33,3,,0,0.05,0.84,0.84,0,0.28,3.36,0.63,0.21,0.63,0,0.28,16.4,7.36,0,2.31,3.15,4.62,0.32,0.32,50,49,14.92,19.58,3.57,0.42,19.76,61,60,0.84,0.34,0.55,11.98,79,2.98,5.26,0.42,0.42,0,0.42,6.1,6.52,0,0,0,0,0.84,12,-0.07,0.06,0.01,-0.13,,-0.13
Mihály Kata,MTK,NB I,1145,Centre Forward,23,0,0.02,0.05,0.39,0,0,0,,0,0.01,0.63,0.63,0,0.03,1.02,0.94,0.79,0.71,2.14,1.42,26.24,13.04,0.06,5.26,3.77,9.59,4.62,6.76,58,61,19.72,22.74,5.11,0.71,46.67,88,83,4.56,0.39,0.39,38.58,97,4.82,8.01,0.24,0.24,0,0,0.31,0.55,0,33,0.08,100,0,17,0.01,0.07,0.07,-0.02,,0.13
Milan Pető,Fehervar,NB I,546,Centre Forward,20,0,0.09,0.06,1.48,0,22,3,,0,0.08,0.82,0.82,0,0.16,2.31,3.13,1.32,1.81,1.13,1.28,31.46,15.16,0.01,6.59,4.94,9.39,1.73,2.86,36,36,27.02,22.91,5.27,0.66,24.71,69,48,3.13,0.29,0.41,29.32,83,5.84,9.06,1.32,0.82,0.49,0.16,1.81,2.64,0.16,38,0.49,27,0.33,15,0.03,0.12,-0.05,-0.08,,0.03
Mohammad Abu Fani,Ferencvaros,NB I,532,Centre Forward,27,0,0.08,0.03,2.37,0,0,2,,0.17,0.17,1.69,1.18,0.17,0.24,4.06,1.18,0.68,1.35,1.57,1.26,20.81,11.17,0.03,4.74,7.61,13.54,3.22,4.79,40,67,17.94,28.13,4.23,0.68,60.74,83,71,10.83,0.62,0.77,59.39,96,5.56,24.03,3.38,2.2,1.18,0.17,2.37,4.57,0.34,15,0.51,33,0.17,17,0.23,0.15,0.01,-0.09,,0.3
Samsondin Ouro,Győri ETO,NB I,507,Centre Forward,25,0.18,0.05,0.04,1.24,14,14,1,,0,0.02,0.36,0.36,0.18,0.06,1.6,2.13,1.78,1.42,0.69,1.31,20.06,9.76,0.02,5.68,5.86,11.54,1.42,2.11,20,43,17.93,16.63,4.79,0.71,35.15,83,74,3.02,0.38,0.41,34.26,92,5.81,5.68,0.36,0.36,0,0,0.18,0.53,0,0,0,0,0.18,18,-0.06,0.14,0.05,-0.02,,0.11
Tamás Szűcs,Debrecen,NB I,812,Centre Forward,20,0.11,0.08,0.07,1.22,9,36,2,,0,0.04,0.78,0.78,0.11,0.12,2,1.88,0.67,1.33,0.94,1.08,27.39,13.86,0.01,6.1,3.88,6.54,2.53,3.47,40,18,23.62,24.59,5.43,0.44,28.49,76,64,2.33,0.22,0.29,31.04,88,5.14,6.32,0.55,0.55,0,0,2.22,2.77,0,0,0,0,0.33,15,-0.06,0.09,0.1,0.05,,0.19
Urho Nissilä,Puskas,NB I,969,Centre Forward,29,0.19,0.1,0.18,0.56,33,50,1,,0.28,0.15,2.32,1.02,0.46,0.25,2.88,0.65,0.37,1.02,1.08,1.36,27.21,13.09,0.05,5.66,4.83,9.84,2.2,3.27,67,33,23.68,28.8,7.15,1.02,36.86,76,53,3.99,0.39,0.51,28.6,92,4.21,8.64,2.79,1.02,1.76,0.09,2.51,3.53,0.28,10,0.37,24,0.46,22,0.12,0.11,-0.08,0.08,,0.23
Brandon Dominguès,Debrecen,NB I,658,Winger,24,0.41,0.09,0.08,1.09,38,50,2,,0,0.07,1.37,0.96,0.41,0.16,2.46,3.15,1.78,0.68,0.32,0.75,20.79,8.75,0,3.56,3.69,7.11,1,1.32,25,18,18.33,17.74,3.28,0.27,27.63,71,38,2.6,0.22,0.31,30.64,87,5.23,8.89,2.46,1.91,0.55,0.14,2.46,4.38,0,28,0.68,29,0.41,14,0.05,0.1,0.02,0.06,,0.23
János Szabó,Paksi FC,NB I,476,Left Centre Back,35,0,0.16,0.27,0.57,0,0,0,,0,0.02,0.38,0.38,0,0.17,0.95,0.19,0.19,0.38,2.47,5.1,17.02,10.21,0,4.73,5.3,15.7,2.57,5.03,33,70,13.24,16.69,3.21,0,51.06,70,29,5.48,0.57,0.57,31.96,98,4.04,8.89,0.38,0.38,0,0.19,2.84,3.21,0,0,0,0,0.19,36,0.01,0.03,0.07,-0.13,,-0.01
Dominik Nagy,Nyíregyháza Spartacus,NB I,796,Winger,30,0.23,0.1,0.07,1.36,17,42,2,,0,0.05,1.36,0.9,0.23,0.15,2.71,1.24,0.45,1.47,0.47,0.5,28.93,13.9,0.03,3.84,6.33,10.28,1.63,2.1,33,38,24.52,17.55,8.14,1.02,31.98,70,54,4.41,0.36,0.4,27.91,89,4.01,8.59,1.81,0.79,1.02,0.23,2.71,3.5,0,6,0.34,27,0.34,23,0.01,0.04,0.04,-0.04,,0.04
Mátyás Gresó,Nyíregyháza Spartacus,NB I,527,Winger,28,0,0.06,0.05,1.37,0,25,2,,0.34,0.2,0.68,0.68,0.34,0.26,2.05,2.56,0.85,1.88,0.12,1.2,22.21,9.22,0.02,3.76,4.1,6.66,0.58,0.7,25,14,20.5,15.86,5.64,0.34,23.4,69,53,3.25,0.34,0.41,26.65,80,4.97,7.35,1.54,1.2,0.34,0.51,3.07,4.27,0.17,33,0.68,33,0.51,22,0.13,0.01,0.01,-0.04,,0.12
Róbert Polievka,MTK,NB I,560,Winger,28,0,0.23,0.09,2.57,0,31,5,,0,0.08,0.48,0.48,0,0.3,3.05,2.73,1.12,1.29,0.43,0.13,7.39,2.25,0.02,1.61,1.61,3.21,0,0.43,0,44,7.07,9.39,1.45,0.16,19.93,69,80,2.25,0.28,0.37,24.91,77,5.81,7.07,0.48,0.48,0,0.48,5.62,6.11,0,0,0.16,14,0.64,8,-0.04,0,0.01,0.03,,0.01
Zsolt Nagy,Puskas,NB I,1053,Winger,32,0.09,0.19,0.08,2.48,3,24,3,100,0.43,0.17,1.2,1.2,0.51,0.36,3.67,1.28,0.85,1.37,0.47,0.96,19.48,9.48,0.02,4.53,4.96,8.2,2.56,3.03,40,38,15.98,20.2,3.25,0.34,32.72,70,50,3.25,0.45,0.59,28.62,91,4.83,9.57,1.37,1.2,0.17,0.34,4.7,5.89,0.09,44,0.94,46,0.51,22,0.03,0.06,0.05,-0.05,,0.09
Željko Gavrić,Győri ETO,NB I,979,Winger,24,0.09,0.1,0.11,0.92,10,50,1,,0.09,0.1,1.29,1.29,0.18,0.19,2.21,2.39,1.38,2.3,0.64,0.42,14.06,6.62,0.02,3.31,3.4,5.79,1.52,2.15,63,38,12.13,12.23,2.57,0.18,32.07,82,41,3.77,0.52,0.63,33.91,83,4.65,10.57,1.1,1.1,0,0.64,2.76,3.86,0.28,8,0.18,22,0.92,14,0,0.04,0.03,0.01,,0.09
Barnabás Nagy,Nyíregyháza Spartacus,NB I,1201,Full Back,24,0.07,0.04,0.1,0.45,17,50,1,,0.3,0.16,0.82,0.82,0.37,0.2,1.27,0.75,0.3,0.75,0.65,1.28,14.99,7.27,0.02,3.67,3.67,7.57,0.5,1.16,31,44,13.34,8.68,2.77,0.07,22.78,65,43,3.6,0.24,0.38,18.81,90,5.09,5.1,1.2,1.05,0.15,0.22,1.27,2.32,0,50,0.9,34,0.22,31,0.18,0.06,-0.02,0.01,,0.23
