Name,Team,Competition,Minutes,Primary Position,Age,NP Goals,xG,xG/Shot,Shots,Goal Conversion%,Shooting%,Shot Touch%,Penalty Conversion%,Assists,xG Assisted,Key Passes,OP Key Passes,Scoring Contribution,xG & xG Assisted,Shots & Key Passes,Dribbles,Successful Dribbles,Dispossessed,PAdj Interceptions,PAdj Clearances,Defensive Actions,Aggressive Actions,Blocks/Shot,Defensive Regains,Ball Recov. F2,Ball Recoveries,PAdj Tackles,PAdj Tack&Int,Dribbles Stopped%,Aerial Win%,Pressures,PAdj Pressures,Counterpressures,Counterpress Regains,OP Passes,Passing%,Long Ball%,Deep Progressions,xGBuildup,xGChain,Carries,Carry%,Carry Length,OP F3 Passes,PintoB,OP Passes Into Box,SP PintoB,Passes Inside Box,Touches In Box,PinTin,Throughballs,Successful Box Cross%,Successful Crosses,Crossing%,Deep Completions,Pass Forward%,Pass OBV,D&C OBV,DA OBV,Shot OBV,Goalkeeper OBV,OBV
Alex Bass,Notts County,League Two,1481,Goalkeeper,27,0,0,,0,,,0,,0.06,0.05,0.12,0,0.06,0.05,0.12,0.06,0,0,0,0,0.18,0.06,0,7.42,0,3.59,0,0,50,,0.18,0.28,0.06,0,33.92,71,33,0.91,0.25,0.25,28.87,100,4.69,0.55,0.12,0,0.12,0,0,0,0.06,0,0,,0,47,0.12,0.06,,,0.17,0.34
Billy Crellin,Accrington Stanley,League Two,692,Goalkeeper,24,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,4.42,0,4.55,0,0,100,,0.13,0.15,0,0,16.51,41,29,2.21,0.12,0.12,13.78,100,6.17,1.3,0.26,0.13,0.13,0,0,0.13,0,0,0,,0,71,0.15,0.06,,,-0.25,-0.04
Connor Ripley,Port Vale,League Two,1500,Goalkeeper,32,0,0,,0,,,0,,0,0.02,0.18,0.18,0,0.02,0.18,0,0,0,0,0,0.06,0,0,4.68,0,5.1,0,0,,,0.06,0.07,0,0,31.45,71,50,2.94,0.35,0.37,28.63,100,5.6,1.86,0,0,0,0,0,0,0.06,,0,,0,48,0.18,0.07,0,,-0.11,0.14
David Harrington,Fleetwood Town,League Two,1383,Goalkeeper,24,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.07,0,5.27,0,5.99,0,0,,,0,0,0,0,30.52,70,36,1.3,0.28,0.28,26.81,100,4.63,0.72,0,0,0,0,0,0,0,,0,,0,44,0.12,0.1,-0.04,,0,0.19
Filip Marshall,Crewe Alexandra,League Two,1384,Goalkeeper,22,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,6.76,0,4.23,0,0,,,0.07,0.07,0,0,25.11,62,34,1.37,0.14,0.14,21.21,100,4.98,0.78,0,0,0,0,0,0,0,,0,,0,50,0.1,0.06,,,-0.21,-0.06
Glenn Morris,Gillingham,League Two,763,Goalkeeper,41,0,0,,0,,,0,,0,0,0,0,0,0,0,0.24,0.12,0,0,0,0.12,0,0,5.55,0,4.72,0,0,100,,0.12,0.17,0,0,25.84,55,34,1.18,0.27,0.27,22.3,99,6.15,0.47,0,0,0,0,0,0,0,,0,,0,56,0.13,0.11,,,0.12,0.36
Grant Smith,Bromley,League Two,1291,Goalkeeper,31,0,0,,0,,,0,,0,0,0,0,0,0,0,0.07,0.07,0.07,0,0,0,0,0,7.18,0,4.74,0,0,100,,0,0,0,0,19.1,46,38,3.28,0.11,0.11,16.52,100,6.85,1.95,0.07,0.07,0,0,0,0.07,0,0,0,,0,79,0.19,0.08,0,,0.22,0.49
Harry Lewis,Carlisle United,League Two,1383,Goalkeeper,27,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,6.77,0,3.64,0,0,0,,0.13,0.16,0,0,27.32,70,46,1.24,0.17,0.17,23.68,100,5.5,0.78,0,0,0,0,0,0,0,,0,,0,44,0.1,0.06,-0.01,,-0.58,-0.43
Jack Bycroft,Swindon Town,League Two,994,Goalkeeper,23,0,0,,0,,,0,,0,0.01,0.18,0.09,0,0.01,0.18,0,0,0,0,0,0.09,0,0,6.24,0,4.43,0,0,,,0.09,0.1,0,0,29.41,69,46,2.99,0.25,0.26,25.16,100,5.89,2.17,0.09,0,0.09,0,0,0,0,0,0,,0,51,0.18,0.07,-0.02,,-0.13,0.11
Jake Turner,Gillingham,League Two,697,Goalkeeper,26,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,5.94,0,5.03,0,0,100,,0.13,0.15,0,0,27.63,63,42,2.58,0.23,0.23,24.79,100,5,1.68,0.13,0,0.13,0,0,0,0,0,0,,0,55,0.14,0.13,,,0.12,0.39
James Belshaw,Harrogate Town,League Two,1411,Goalkeeper,34,0,0,,0,,,0,,0,0,0.13,0.13,0,0,0.13,0.06,0.06,0,0,0.02,0.13,0,0,8.55,0.13,4.78,0.08,0.08,100,,0.06,0.06,0,0,24.23,54,30,1.59,0.07,0.07,20.85,100,6.43,1.15,0.13,0.06,0.06,0,0,0.06,0,0,0,,0,62,0.13,0.07,0,,0,0.2
Jamie Jones,Salford City,League Two,1494,Goalkeeper,36,0,0,,0,,,0,,0,0,0,0,0,0,0,0.06,0.06,0,0,0.07,0.06,0,0,6.27,0.06,5.3,0,0,100,,0.06,0.05,0,0,25.24,52,36,2.77,0.13,0.13,21.93,100,5.08,1.99,0.06,0,0.06,0,0,0,0,0,0,,0,69,0.19,0.06,-0.03,,0.06,0.27
Jordan Wright,Grimsby Town,League Two,601,Goalkeeper,26,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,5.54,0,3.59,0,0,,,0.15,0.14,0,0,27.25,55,22,1.35,0.16,0.16,23.51,100,5.02,0.75,0,0,0,0,0,0,0,,0,,0,53,0.13,0.05,,,-0.36,-0.18
Luke McGee,Tranmere Rovers,League Two,1380,Goalkeeper,29,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0.07,0,6.72,0,2.54,0,0,0,,0.26,0.28,0,0,21.92,58,42,3.85,0.1,0.1,17.94,100,4.35,2.22,0.13,0,0.13,0,0,0,0,0,0,,0,63,0.19,0.03,0,,-0.01,0.21
Matt Macey,Colchester United,League Two,1404,Goalkeeper,30,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0.07,0.13,0,0,6.73,0,3.72,0,0,0,,0.13,0.05,0,0,17.95,65,34,0.83,0.18,0.18,15.26,100,5.69,0.38,0,0,0,0,0,0,0,,0,,0,51,0.09,0.05,0,,-0.05,0.09
Michael Kelly,Accrington Stanley,League Two,700,Goalkeeper,28,0,0,,0,,,0,,0,0.01,0.13,0.13,0,0.01,0.13,0,0,0,0,0,0.13,0.13,0,5.66,0,3.73,0,0,100,,0.13,0.17,0,0,20.06,59,43,2.57,0.07,0.07,16.59,100,6.84,1.67,0,0,0,0,0,0,0,,0,,0,57,0.14,0.08,,,-0.44,-0.21
Nick Townsend,Newport County AFC,League Two,1401,Goalkeeper,30,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0.05,0.06,0.06,0,8.55,0,4.24,0,0,0,,0.06,0.06,0,0,22.55,52,36,2.7,0.06,0.06,18.25,100,6.12,1.16,0,0,0,0,0,0,0,,0,,0,66,0.18,0.08,0,,0.01,0.27
O.Goodman,AFC Wimbledon,League Two,1187,Goalkeeper,21,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,4.32,0,4.17,0,0,,,0,0,0,0,21.46,51,36,2.96,0.2,0.2,17.52,100,6.59,1.82,0,0,0,0,0,0,0,,0,,0,71,0.21,0.14,-0.04,,0.02,0.33
Owen Evans,Cheltenham Town,League Two,1086,Goalkeeper,28,0,0,,0,,,0,,0,0,0,0,0,0,0,0.17,0.17,0,0,0.03,0.17,0.08,0,7.46,0,5.06,0,0,0,,0.17,0.13,0,0,20.97,46,32,3.07,0.1,0.1,17.57,100,6.11,1.66,0.08,0.08,0,0,0,0.08,0,0,0,,0,66,0.19,0.05,0,,-0.22,0.03
Ryan Boot,Chesterfield,League Two,993,Goalkeeper,30,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,6.43,0,4.62,0,0,0,,0,0,0,0,27,74,40,0.54,0.14,0.14,24.19,100,4.45,0.36,0,0,0,0,0,0,0,,0,,0,36,0.09,0.08,,,-0.08,0.09
Sam Walker,Bradford City,League Two,1462,Goalkeeper,33,0,0,,0,,,0,,0,0,0.12,0.12,0,0,0.12,0,0,0,0,0,0,0,0,5.42,0,5.3,0,0,,,0,0,0,0,17.98,63,41,1.23,0.07,0.07,15.27,100,5.85,0.68,0,0,0,0,0,0,0,,0,,0,54,0.1,0.1,,,-0.11,0.1
Stuart Moore,Morecambe,League Two,1461,Goalkeeper,30,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,7.82,0,6.65,0,0,,,0.06,0.04,0,0,19.59,50,37,1.91,0.09,0.09,15.03,100,7.06,0.86,0,0,0,0,0,0,0,,0,,0,66,0.14,0.13,-0.04,,-0.21,0.02
Teddy Sharman-Lowe,Doncaster Rovers,League Two,1473,Goalkeeper,22,0,0,,0,,,0,,0,0.01,0.06,0.06,0,0.01,0.06,0.12,0.12,0,0,0,0.06,0,0,4.22,0,4.09,0,0,100,,0.06,0.09,0,0,23.47,79,47,2.14,0.14,0.15,20.84,100,4.88,1.04,0.12,0.06,0.06,0,0,0.06,0.06,0,0,,0,39,0.11,0.07,,,-0.05,0.12
Tom McGill,Milton Keynes Dons,League Two,1475,Goalkeeper,25,0,0,,0,,,0,,0,0,0.06,0.06,0,0,0.06,0,0,0,0,0,0.18,0.06,0,6.71,0,5,0,0,50,,0.12,0.2,0,0,33.25,71,27,0.79,0.25,0.25,28.92,100,7.04,0.79,0.06,0.06,0,0,0,0.06,0.06,0,0,,0,42,0.1,0.08,-0.01,,0.04,0.21
Tommy Simkin,Walsall,League Two,1292,Goalkeeper,20,0,0,,0,,,0,,0,0.01,0.07,0.07,0,0.01,0.07,0.07,0,0,0,0,0.14,0.07,0,4.04,0,3.83,0,0,,,0.07,0.06,0,0,14.56,43,36,2.58,0.08,0.09,13.37,99,6.66,1.39,0,0,0,0,0,0,0.07,,0,,0,76,0.14,0.03,-0.01,,-0.11,0.05
Wyll Stanway,Barrow,League Two,888,Goalkeeper,24,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0.02,0.1,0.2,0,3.95,0,4.26,0,0,0,100,0.1,0.07,0,0,21.49,56,37,1.52,0.07,0.07,18.65,100,7.33,0.81,0,0,0,0,0,0,0,,0,,0,62,0.12,0.07,0,,-0.14,0.05
Alex Gilbey,Milton Keynes Dons,League Two,1447,Attacking Midfielder,30,0.37,0.26,0.12,2.11,18,50,3,,0,0.07,0.93,0.93,0.37,0.33,3.05,0.81,0.37,1.68,0.5,1.49,20.34,9.7,0.01,3.86,3.48,6.28,1.93,2.43,50,47,17.54,24.84,4.85,0.68,34.77,78,52,4.48,0.48,0.7,32.47,88,5.53,11.76,0.5,0.5,0,0.12,2.86,3.36,0.25,0,0,0,0.44,21,-0.06,0.1,0.02,0.17,,0.23
Anthony Driscoll-Glennon,Newport County AFC,League Two,1287,Full Back,25,0,0.04,0.13,0.35,0,20,0,,0.28,0.14,1.33,0.7,0.28,0.18,1.68,0.7,0.28,0.21,0.6,1.72,15.67,6.93,0.02,3.57,2.38,7.84,1.31,1.91,54,47,12.52,9.27,2.24,0.28,32.11,60,35,3.57,0.16,0.23,24.9,97,3.46,5.18,1.61,0.77,0.84,0.07,0.42,1.19,0,61,1.05,35,0,41,0.21,0.03,0.02,0.01,,0.27
Ben Jackson,Barrow,League Two,1488,Full Back,24,0,0.03,0.03,1.03,0,24,1,,0.3,0.14,1.39,0.54,0.3,0.17,2.42,1.09,0.67,0.67,1.02,2.52,9.07,4.11,0.04,2.3,3.63,11.37,1.48,2.51,71,59,7.26,7.03,1.69,0.24,42.15,63,38,5.81,0.26,0.29,36.35,95,5.91,7.74,2.06,0.67,1.39,0.06,0.79,1.45,0.06,26,0.85,25,0.12,35,0.31,0.07,0.04,-0.04,,0.38
Brandon Fleming,Doncaster Rovers,League Two,818,Full Back,25,0,0,0.02,0.22,0,50,0,,0,0.12,0.88,0.88,0,0.13,1.1,1.76,0.99,1.54,1.33,2.56,19.04,9.02,0.01,3.3,2.75,10.24,3.24,4.57,71,62,14.64,14.95,2.64,0.33,38.63,74,58,4.51,0.34,0.42,35.11,92,6.23,9.91,0.66,0.33,0.33,0.22,1.32,1.65,0,33,0.22,13,0.44,35,0.08,0.11,-0.01,-0.01,,0.18
Connor Wood,Tranmere Rovers,League Two,876,Full Back,28,0,0.01,0.03,0.31,0,33,0,,0.1,0.14,0.92,0.82,0.1,0.15,1.23,0.51,0.21,0.82,1.82,2.86,13.36,4.93,0.04,4.52,4.01,11.82,2.36,4.17,36,50,10.79,11.47,1.44,0.21,39.56,74,48,4.73,0.3,0.35,32.78,96,3.9,11.61,1.13,0.82,0.31,0.1,0.51,1.34,0.1,45,0.62,27,0.1,37,0.18,0.04,-0.02,0.02,,0.22
David Tutonda,Morecambe,League Two,1218,Full Back,29,0,0,0.03,0.15,0,50,0,,0,0.02,0.37,0.3,0,0.03,0.52,0.67,0.3,0.37,1.41,2.08,17.88,6.95,0.02,3.55,3.92,10.64,1.96,3.37,67,48,13.97,10.2,2.66,0.15,28.89,72,39,4.36,0.2,0.23,22.46,94,4.95,6.43,0.67,0.52,0.15,0.15,1.03,1.55,0,11,0.22,21,0.3,40,0.07,0.05,-0.02,-0.01,,0.09
Denver Hume,Grimsby Town,League Two,1166,Full Back,26,0,0.01,0.03,0.39,0,0,0,,0.31,0.23,1.93,0.93,0.31,0.24,2.32,1.85,1.47,1.08,1.12,2.15,12.35,6.18,0.03,2.86,3.01,9.11,2.19,3.31,72,47,8.96,7.58,2.47,0.15,36.75,68,34,4.79,0.3,0.41,34.36,94,5.54,6.25,2.7,1.31,1.39,0.23,1.31,2.62,0.15,23,0.85,33,0.15,32,0.23,0.09,0.02,-0.03,,0.31
Lewis Gordon,Chesterfield,League Two,1489,Full Back,24,0,0.02,0.11,0.18,0,33,0,,0.18,0.07,0.97,0.91,0.18,0.09,1.15,0.36,0.24,0.73,0.75,3.35,10.1,3.81,0.04,3.2,2.3,9.79,2.38,3.13,82,30,8.04,12.15,1.33,0.18,59.61,89,62,5.44,0.61,0.62,53.99,98,4.52,13.18,0.54,0.54,0,0.18,0.85,1.39,0.06,11,0.18,19,0.24,26,0.12,0.06,0.07,-0.02,,0.24
Matty Foulds,Harrogate Town,League Two,847,Full Back,27,0,0.05,0.08,0.64,0,33,0,,0.11,0.08,0.85,0.74,0.11,0.13,1.49,1.06,0.43,0.64,0.63,2.57,13.18,5.84,0.06,3.93,2.55,8.93,0.62,1.25,33,59,10.94,6.52,1.91,0.43,33.36,64,37,3.29,0.22,0.29,26.88,93,3.35,6.48,1.38,1.17,0.21,0,1.49,2.66,0,77,1.06,67,0,43,0.18,0.03,0.11,0,,0.33
Max Clark,Gillingham,League Two,1351,Full Back,29,0,0.01,0.02,0.33,0,0,0,,0,0.03,0.67,0.67,0,0.04,1,1.07,0.93,0.33,0.84,2.49,12.92,6.8,0.07,3.6,4.33,12.79,1.79,2.62,54,46,9.86,9.09,1.73,0.2,46.7,69,38,4.46,0.25,0.26,38.44,97,3.28,6.06,1.07,0.73,0.33,0,0.2,0.93,0,31,0.4,18,0,38,0.16,0.1,0.06,-0.01,,0.31
Callum Reynolds,Bromley,League Two,893,Centre Back,35,0,0.03,0.09,0.3,0,33,0,,0,0.05,0.4,0.4,0,0.07,0.71,0,0,0.3,0.72,3.3,11.69,6.35,0.08,4.43,2.62,14.11,0.88,1.6,33,57,9.47,6.19,2.52,0.5,27.51,65,49,1.91,0.4,0.44,15.92,97,3.81,2.32,0.3,0.2,0.1,0.2,1.21,1.41,0,0,0.1,33,0.2,40,0.02,-0.01,-0.06,-0.04,,-0.08
Cameron McJannett,Grimsby Town,League Two,1397,Centre Back,26,0,0.05,0.1,0.52,0,13,0,,0,0,0.06,0.06,0,0.05,0.58,0,0,0.13,0.95,4.36,10.63,5.41,0.12,4.83,1.55,13.34,0.82,1.77,50,68,8.64,7.4,0.71,0.13,44.02,76,54,1.48,0.29,0.33,32.54,99,5.42,2.06,0.06,0.06,0,0.06,1.48,1.55,0,0,0.06,50,0.06,33,0.01,0.04,0.11,-0.05,,0.11
Chey Dunkley,Chesterfield,League Two,890,Centre Back,33,0.1,0.08,0.13,0.61,17,33,0,,0,0,0.1,0.1,0.1,0.08,0.71,0,0,0.1,1.82,10.24,9.81,4.85,0.12,4.65,1.01,15.27,1.49,3.32,75,75,7.48,11.93,2.02,0.51,58.03,83,60,1.42,0.26,0.26,43.78,100,4.29,1.31,0,0,0,0,1.21,1.21,0,,0,,0,28,0.02,0.02,0.12,0.01,,0.17
Chris Stokes,Barrow,League Two,674,Centre Back,34,0,0,,0,,,0,,0,0,0,0,0,0,0,0.13,0,0.27,1.26,5.02,7.21,3.6,0.07,4.54,2.14,14.68,0.66,1.91,67,60,6.27,8.46,1.6,0.53,41.5,80,55,2.4,0.25,0.25,28.42,98,6.18,3.07,0,0,0,0,0.4,0.4,0,,0,0,0,31,0.01,0.04,-0.08,,,-0.02
Ciaran Brennan,Newport County AFC,League Two,1060,Centre Back,25,0,0.01,0.15,0.08,0,0,0,,0,0.01,0.17,0.17,0,0.03,0.25,0.08,0,0.08,0.7,4.61,11.47,5.78,0.07,3.91,2.04,11.98,1.8,2.5,73,41,9.17,8.11,1.02,0.08,30.07,78,49,1.1,0.23,0.23,19.79,98,3.88,1.95,0,0,0,0.08,0.34,0.34,0,,0,,0.08,29,0.01,0.03,0.15,-0.01,,0.18
Connor Hall,Port Vale,League Two,1401,Centre Back,32,0,0.05,0.06,0.9,0,14,0,,0,0.01,0.13,0.13,0,0.06,1.03,0.06,0.06,0.19,2.15,5.28,8.16,3.47,0.05,3.66,3.34,14.78,0.99,3.14,80,68,6.55,6.76,1.35,0.26,47.17,73,46,4.43,0.46,0.49,33.22,99,4.39,5.46,0.39,0.39,0,0.13,1.54,1.93,0,17,0.19,30,0.19,40,0.05,0.05,0.05,-0.06,,0.09
Ellis Iandolo,Colchester United,League Two,1387,Centre Back,27,0,0.03,0.05,0.58,0,33,0,,0,0.02,0.52,0.45,0,0.05,1.1,0.97,0.58,1.1,1.24,2.45,10.51,4.15,0.03,3.31,3.5,12.84,1.66,2.9,53,56,7.85,8.1,2.59,0.19,41.97,71,40,5.97,0.4,0.41,33.15,93,6.13,9.99,1.36,1.23,0.13,0,0.58,1.82,0,33,0.52,25,0.06,38,0.17,0.06,-0.05,-0.03,,0.14
Isaac Ogundere,AFC Wimbledon,League Two,846,Centre Back,22,0,0.02,0.07,0.21,0,0,0,,0,0.01,0.21,0.21,0,0.03,0.43,0.32,0.32,0.74,0.62,2.32,14.25,5.85,0.01,2.98,2.23,9.78,0.68,1.31,50,38,12.23,8.9,2.02,0.53,29.99,72,39,3.83,0.26,0.26,24.88,96,4.97,5,0.43,0.43,0,0,0.32,0.74,0,50,0.32,33,0,39,0.08,0.02,-0.01,-0.01,,0.09
Jack Shepherd,Bradford City,League Two,924,Centre Back,24,0.19,0.02,0.06,0.39,50,50,0,,0,0.03,0.49,0.39,0.19,0.05,0.88,0.29,0.29,0.19,1.34,7.74,15,9.35,0.06,5.94,3.12,15.78,2.15,3.49,62,64,11.98,14.56,2.53,0.49,46.56,71,39,5.16,0.26,0.28,33.02,99,4.86,7.4,0.68,0.68,0,0,0.68,1.36,0,71,0.58,67,0,45,0.13,0.05,0,0.01,,0.19
Jacob Bedeau,Notts County,League Two,1419,Centre Back,25,0,0.05,0.26,0.19,0,0,0,,0.13,0.05,0.63,0.63,0.13,0.1,0.82,0.82,0.51,0.51,0.97,5.23,10.15,4.63,0.05,3.81,2.92,9.64,2.18,3.14,83,55,7.99,11.9,1.71,0.25,59.18,86,43,6.15,0.68,0.72,51.89,97,4.2,9.32,0.51,0.51,0,0.44,1.27,1.78,0,38,0.19,30,0.38,31,0.13,0.03,0.03,-0.03,,0.17
Jamie Garry Stott,Morecambe,League Two,1482,Centre Back,27,0.06,0.16,0.22,0.73,8,33,0,,0,0.01,0.12,0.12,0.06,0.17,0.85,0,0,0.06,0.7,4.77,12.14,5.1,0.07,4.31,2.06,12.69,0.9,1.6,64,63,10.08,7.3,2.13,0.3,29.02,62,35,2.79,0.26,0.31,16.39,98,4.7,2.67,0.18,0.12,0.06,0.06,1.76,1.88,0,0,0,0,0.06,46,0.02,0.02,0.04,0.05,,0.13
Jasper Moon,Harrogate Town,League Two,1071,Centre Back,24,0,0.03,0.09,0.34,0,0,0,,0,0.02,0.17,0.17,0,0.05,0.5,0.25,0.25,0.17,1.15,4.21,13.78,7.14,0.04,3.95,1.18,10.84,1,2.15,38,62,11.01,6.67,1.76,0.5,32.85,75,43,1.76,0.23,0.25,23.44,99,5.11,1.93,0.08,0.08,0,0,1.09,1.18,0.17,100,0.08,33,0.08,36,0,0.04,0.19,-0.04,,0.18
Jay McGrath,Doncaster Rovers,League Two,1175,Centre Back,22,0,0.1,0.09,1.15,0,27,0,,0,0.03,0.38,0.38,0,0.13,1.53,0.15,0.08,0.08,0.18,6.99,8.65,4.44,0.11,3.68,1.91,14.25,1.51,1.69,38,72,6.36,6.51,1.15,0.08,45.65,74,56,3.91,0.58,0.6,31.48,99,5.77,4.06,0.23,0.15,0.08,0.15,2.53,2.68,0.15,0,0.08,50,0.31,32,0.09,0.04,0.09,-0.11,,0.11
Jon Mellish,Carlisle United,League Two,1303,Centre Back,27,0.14,0.08,0.11,0.76,18,55,1,,0.07,0.03,0.69,0.62,0.21,0.11,1.45,1.45,0.83,1.04,1.44,4.65,13.12,5.11,0.04,3.52,3.52,12.29,1.99,3.43,50,63,10.01,11.43,2,0.07,50.76,73,45,5.73,0.4,0.41,44.4,94,5.7,7.94,0.69,0.55,0.14,0.14,1.38,1.93,0,50,0.35,19,0.14,31,0.08,0.1,0.03,0.05,,0.26
Jordan Turnbull,Tranmere Rovers,League Two,1165,Centre Back,30,0,0,,0,,,0,,0.08,0.03,0.54,0.54,0.08,0.03,0.54,0.15,0.08,0.08,1.42,6.1,9.89,3.55,0.05,3.01,2.16,10.97,2,3.42,64,68,7.34,7.38,1.62,0.15,32.84,76,41,2.09,0.17,0.18,22.87,99,3.62,3.71,0.15,0.15,0,0.23,1.08,1.24,0,0,0,0,0.23,36,0.02,0.02,0.06,,,0.1
Kayden Hughes,Fleetwood Town,League Two,662,Centre Back,19,0.27,0.04,0.15,0.27,100,100,0,,0,0.01,0.27,0.27,0.27,0.05,0.54,0.27,0.14,0.14,1.1,3.57,11.7,5.99,0.08,2.58,1.9,8.71,0.38,1.48,50,47,10.07,10.04,1.63,0.27,37.68,80,41,1.09,0.46,0.46,30.2,99,4.48,1.36,0,0,0,0,0.54,0.54,0,,0,0,0,28,-0.01,0.01,-0.03,-0.02,,-0.05
Kyle Jameson,Newport County AFC,League Two,1166,Centre Back,26,0,0.01,0.18,0.08,0,0,0,,0,0.01,0.23,0.23,0,0.02,0.31,0.15,0.08,0.31,0.67,4.42,10.73,5.56,0.13,5.09,1.24,10.58,0.72,1.39,63,66,9.03,6.76,1.39,0.31,28.1,77,37,0.93,0.16,0.18,21.38,97,4.73,0.93,0.15,0.15,0,0.08,0.46,0.62,0,0,0,0,0.15,31,0.02,0.02,0.11,-0.03,,0.12
Laurence Maguire,Milton Keynes Dons,League Two,1243,Centre Back,28,0.07,0.09,0.26,0.36,20,40,0,,0.07,0.04,0.65,0.58,0.14,0.13,1.01,0.14,0.07,0.14,1.19,5.63,10.06,4.49,0.1,3.11,2.39,14.62,1.59,2.78,50,70,7.82,10.87,2.24,0.22,61.39,80,41,5.79,0.53,0.56,45.1,99,3.31,8.18,0.51,0.51,0,0.14,1.3,1.81,0,29,0.14,40,0.07,38,0.1,0.05,0.14,0.04,,0.33
Luke Garbutt,Salford City,League Two,1443,Centre Back,32,0,0.03,0.04,0.94,0,27,1,,0.06,0.07,1.12,0.5,0.06,0.11,2.06,0.25,0.19,0.75,1.18,2.95,13.04,6.61,0.04,3.24,4.18,10.92,2.04,3.22,65,62,10.17,11.03,1.93,0.31,38.74,66,37,5.24,0.28,0.31,31.13,96,4.84,7.86,2.56,0.87,1.68,0.12,0.75,1.62,0,37,1.06,27,0.19,31,0.29,0.07,0.05,-0.04,,0.37
Michael Isaac Williams,Crewe Alexandra,League Two,1384,Centre Back,21,0.07,0.05,0.12,0.46,14,29,0,,0.13,0.07,0.39,0.33,0.2,0.12,0.85,0.26,0.26,0.13,1.03,3.23,6.76,3.38,0.01,2.21,1.76,8.59,0.64,1.66,83,56,5.59,4.9,0.72,0.2,36.36,76,49,3.77,0.26,0.34,28.62,98,4.71,4.62,0.65,0.46,0.2,0.07,1.04,1.5,0,20,0.13,14,0.07,37,0.06,0.04,0,0,,0.11
Miguel Freckleton,Swindon Town,League Two,1369,Centre Back,21,0,0.01,0.07,0.13,0,0,0,,0.07,0.02,0.53,0.53,0.07,0.03,0.66,0.53,0.2,0.33,1.36,5.68,12.03,4.67,0.04,4.01,2.5,12.36,1.31,2.67,71,61,10.26,10.51,1.45,0.26,51.55,75,51,4.34,0.36,0.37,41.3,97,5.01,6.64,0.59,0.53,0.07,0.07,1.25,1.78,0.07,33,0.26,29,0.07,31,0.03,0.03,0.03,-0.01,,0.08
Niall Canavan,Barrow,League Two,812,Centre Back,34,0,0.02,0.15,0.11,0,0,0,,0.11,0,0.22,0.22,0.11,0.02,0.33,0,0,0,0.61,5.38,5.88,3.88,0.06,3.44,0.78,11.2,0.7,1.31,63,74,4.66,3.95,0.67,0.22,25.39,70,38,1.33,0.12,0.13,14.41,100,4.32,1.11,0,0,0,0,0.55,0.55,0,,0,,0.11,43,-0.01,0.02,0.04,-0.02,,0.03
Ryan Johnson,AFC Wimbledon,League Two,601,Centre Back,28,0,0.03,0.07,0.45,0,33,0,,0.15,0.02,0.3,0.3,0.15,0.06,0.75,0,0,0.3,1.81,5.12,14.53,8.84,0.06,4.04,3.44,15.43,1.23,3.04,33,58,12.28,14.26,4.04,0.45,43.74,75,44,3.59,0.3,0.36,25.61,98,3.53,5.54,0.6,0.6,0,0.15,1.8,2.4,0,50,0.6,50,0.15,38,0.15,0,-0.09,-0.07,,0
Shadrach Ogie,Gillingham,League Two,1223,Centre Back,23,0,0.02,0.04,0.44,0,50,0,,0,0.01,0.15,0,0,0.03,0.59,0.29,0.07,0.59,0.93,4.77,9.12,4.12,0.08,3.09,1.84,13.61,1.43,2.35,60,70,6.7,6.22,1.03,0,38.78,71,40,1.55,0.3,0.31,29.29,96,4.41,1.47,0.22,0.07,0.15,0,0.81,0.88,0,67,0.15,10,0,30,0.07,0.07,0.01,0.01,,0.16
Taylor Allen,Walsall,League Two,1391,Centre Back,24,0.13,0.02,0.04,0.52,25,63,1,100,0.13,0.17,1.62,0.45,0.26,0.19,2.13,0.65,0.26,0.52,0.65,2.53,9.96,4.46,0.03,3.23,3.1,14.29,0.92,1.57,56,56,8.09,5.65,1.23,0.19,35.51,61,33,4.79,0.32,0.36,26.78,96,5.6,6.27,2.33,0.71,1.62,0.06,0.52,1.23,0.13,17,0.45,25,0.13,39,0.29,0.05,-0.01,0.05,,0.37
