Name,Team,Competition,Minutes,Primary Position,Age,NP Goals,xG,xG/Shot,Shots,Goal Conversion%,Shooting%,Shot Touch%,Penalty Conversion%,Assists,xG Assisted,Key Passes,OP Key Passes,Scoring Contribution,xG & xG Assisted,Shots & Key Passes,Dribbles,Successful Dribbles,Dispossessed,PAdj Interceptions,PAdj Clearances,Defensive Actions,Aggressive Actions,Blocks/Shot,Defensive Regains,Ball Recov. F2,Ball Recoveries,PAdj Tackles,PAdj Tack&Int,Dribbles Stopped%,Aerial Win%,Pressures,PAdj Pressures,Counterpressures,Counterpress Regains,OP Passes,Passing%,Long Ball%,Deep Progressions,xGBuildup,xGChain,Carries,Carry%,Carry Length,OP F3 Passes,PintoB,OP Passes Into Box,SP PintoB,Passes Inside Box,Touches In Box,PinTin,Throughballs,Successful Box Cross%,Successful Crosses,Crossing%,Deep Completions,Pass Forward%,Pass OBV,D&C OBV,DA OBV,Shot OBV,Goalkeeper OBV,OBV
Aaron Wildig,Newport County AFC,League Two,1196,Attacking Midfielder,33,0.3,0.15,0.13,1.13,27,47,2,,0,0.02,0.68,0.68,0.3,0.17,1.81,0.38,0.3,0.6,0.49,0.71,21.3,10.69,0.03,3.61,3.84,7.15,1.45,1.94,36,33,18.22,14.89,4.74,0.68,29.66,80,48,2.03,0.34,0.41,22.81,95,3.17,5.8,0.3,0.3,0,0.15,2.56,2.86,0,0,0.08,17,0.45,21,-0.02,0.11,0.04,-0.02,,0.11
Armando Dobra,Chesterfield,League Two,1194,Attacking Midfielder,24,0.23,0.28,0.1,2.71,8,25,4,,0,0.06,0.83,0.83,0.23,0.34,3.54,1.66,0.75,3.09,0.55,0.29,22.23,12.21,0.01,4.29,3.92,6.03,2.34,2.89,37,14,19.14,26.6,4.29,0.75,26.6,80,46,3.99,0.43,0.61,34.81,82,7.07,10.4,0.53,0.53,0,0.45,4.75,5.27,0,0,0.08,13,0.45,21,-0.05,0.18,-0.01,-0.09,,0.03
Ben Woodburn,Salford City,League Two,834,Attacking Midfielder,25,0.22,0.15,0.07,2.16,10,30,3,,0.22,0.08,1.29,0.86,0.43,0.23,3.45,1.29,0.54,1.83,0.65,0.13,25.36,10.9,0.02,3.56,4.75,7.55,1.33,1.98,33,39,22.12,21.4,4.96,0.65,24.39,68,64,4.53,0.22,0.38,23.74,82,5.29,8.53,1.19,0.65,0.54,0,1.73,2.37,0.22,0,0,0,0.22,21,0,0.04,0.01,0,,0.05
Conner Jennings,Tranmere Rovers,League Two,1109,Attacking Midfielder,33,0.16,0.19,0.12,1.54,11,37,2,,0.08,0.05,0.73,0.73,0.24,0.24,2.27,0.41,0.32,0.97,0.56,2.33,13.88,6.33,0.03,3,4.95,8.68,1.33,1.89,55,65,11.36,10.84,2.76,0.24,29.14,65,37,2.84,0.27,0.4,22.89,90,3.51,9.09,0.41,0.41,0,0.24,4.14,4.54,0.08,20,0.08,33,0.73,26,-0.1,0.01,0.01,-0.03,,-0.11
George Lapslie,Gillingham,League Two,708,Attacking Midfielder,27,0.13,0.18,0.14,1.27,10,40,2,,0,0.04,0.25,0.25,0.13,0.22,1.53,0.64,0.51,0.76,0.24,0.53,21.74,9.15,0.03,4.45,4.07,6.23,1.83,2.06,63,32,17.8,13.4,3.69,0.38,21.11,81,57,1.65,0.2,0.35,19.83,89,3.58,7.37,0.51,0.51,0,0.13,3.05,3.56,0.13,25,0.13,33,0.51,19,-0.04,0.03,0.06,-0.03,,0.02
Harry Clifton,Doncaster Rovers,League Two,965,Attacking Midfielder,26,0.19,0.26,0.12,2.15,9,30,3,,0,0.03,0.93,0.93,0.19,0.3,3.08,1.21,0.37,1.31,0.83,0.98,24.81,11.01,0.01,4.76,6.16,9.98,2.67,3.5,33,39,20.71,23.28,5.69,1.21,31.25,72,72,3.26,0.44,0.6,26.58,88,4.74,9.7,0.47,0.47,0,0,4.85,5.32,0.09,0,0.28,33,0.47,22,-0.04,0.03,0.02,0.03,,0.04
Harvey Macadam,Morecambe,League Two,717,Attacking Midfielder,24,0.13,0.05,0.07,0.75,17,33,1,,0,0.05,0.63,0.63,0.13,0.1,1.38,0.75,0.63,2.01,0.56,1.49,23.59,9.54,0.03,3.01,5.02,7.65,0.99,1.55,100,51,21.46,18.48,3.76,0,27.98,74,52,2.38,0.23,0.29,22.96,88,5.01,10.79,1,0.88,0.13,0.25,2.38,3.26,0,38,0.63,36,0.63,21,0.04,0.03,0.01,-0.02,,0.06
Jimmy Knowles,Accrington Stanley,League Two,666,Attacking Midfielder,24,0.27,0.16,0.11,1.49,18,36,4,,0.14,0.05,0.68,0.68,0.41,0.21,2.16,0.95,0.54,1.49,0.18,0.47,17.56,5.94,0.01,1.76,3.24,4.19,0.6,0.78,33,29,15.8,12.13,2.57,0,17.29,74,57,1.62,0.23,0.39,16.88,76,4.57,6.08,0.54,0.54,0,0,2.3,2.84,0.14,0,0,0,0.14,17,-0.04,-0.03,0,0.04,,-0.02
Joel Colwill,Cheltenham Town,League Two,1013,Attacking Midfielder,20,0.18,0.11,0.06,1.87,10,24,3,,0.18,0.1,0.89,0.71,0.36,0.22,2.75,1.51,0.36,1.69,0.43,0.83,22.21,9.86,0.02,4.09,5.06,9.42,1.34,1.77,67,35,19.28,14.63,3.46,0.44,26.74,71,47,4.35,0.42,0.51,26.56,81,6.02,8.35,0.89,0.8,0.09,0.18,3.2,4,0.27,20,0.27,27,0.36,26,-0.01,0.11,0.02,-0.08,,0.04
Kian Spence,Barrow,League Two,1253,Attacking Midfielder,24,0.07,0.12,0.06,2.23,3,26,2,,0,0.06,0.93,0.93,0.07,0.19,3.16,1.15,0.57,1.22,0.55,1.01,34.18,17.09,0.03,6.46,5.03,8.47,2.58,3.13,47,30,29.22,25.06,6.1,0.5,31.66,74,61,3.88,0.23,0.29,29.01,88,4.29,10.27,0.79,0.79,0,0.29,2.58,3.37,0,0,0.29,36,0.22,19,0.02,0.03,0.03,-0.05,,0.04
Lorent Tolaj,Port Vale,League Two,754,Attacking Midfielder,23,0.24,0.29,0.12,2.51,10,33,4,,0.48,0.25,1.19,1.19,0.72,0.54,3.7,0.95,0.36,2.86,0.31,0.06,20.17,7.4,0,3.7,5.49,8.95,2.02,2.33,67,16,16.95,15.42,3.22,0.24,26.62,76,74,2.75,0.53,0.78,30.44,79,5.34,9.07,0.72,0.72,0,0.24,4.18,4.89,0.36,33,0.24,67,0.84,15,0,0.03,-0.01,0.07,,0.09
Matty Daly,Harrogate Town,League Two,760,Attacking Midfielder,24,0.12,0.12,0.08,1.54,8,46,4,,0,0.01,0.36,0.36,0.12,0.13,1.89,0.95,0.47,1.07,0.29,0.34,13.02,4.97,0.01,2.37,3.55,7.46,0.54,0.82,100,28,11.25,6.33,2.6,0.36,20.12,73,50,3.08,0.24,0.26,19.41,85,5.06,6.87,0.12,0.12,0,0.12,2.72,2.84,0,0,0,0,0.24,25,0.02,0.02,0.04,0.04,,0.11
Matúš Holíček,Crewe Alexandra,League Two,696,Attacking Midfielder,20,0,0.01,0.05,0.26,0,0,0,,0.13,0.04,0.52,0.39,0.13,0.05,0.78,1.55,0.65,1.94,0.64,0.67,23.67,10.99,0.01,3.75,3.23,8.02,1.62,2.26,45,26,19.92,15.68,4.53,0.78,20.17,69,39,1.81,0.21,0.21,21.34,83,6.12,6.08,0.65,0.13,0.52,0.13,1.94,2.07,0,40,0.26,33,0.52,22,0,0.07,0.01,-0.01,,0.06
Ben Heneghan,Port Vale,League Two,993,Centre Back,31,0,0.03,0.06,0.54,0,50,0,,0,0,0,0,0,0.03,0.54,0.09,0.09,0.54,0.6,5.72,8.43,2.99,0.11,3.17,1,12.06,0.65,1.25,50,64,6.53,6.4,1.45,0.18,33.63,81,68,1.27,0.34,0.36,21.94,98,3.93,1.54,0,0,0,0.18,2.27,2.27,0.09,,0,,0.09,26,-0.02,0.01,0.12,-0.06,,0.06
Byron Webster,Bromley,League Two,874,Centre Back,38,0.1,0.02,0.07,0.31,33,67,0,,0,0,0,0,0.1,0.02,0.31,0.21,0.21,0.1,0.11,1.95,7.11,3.3,0.08,2.27,0.82,9.89,0.51,0.62,50,63,6.08,3.6,0.82,0.1,24,76,53,1.34,0.11,0.12,18.44,99,3.68,1.55,0.1,0.1,0,0,0.82,0.93,0,0,0,,0,32,0.03,0.03,0.04,0.03,,0.14
Curtis Tilt,Salford City,League Two,1048,Centre Back,33,0,0.03,0.05,0.52,0,0,0,,0,0,0.09,0.09,0,0.03,0.6,0.17,0.17,0.09,1.53,4.29,11.59,6.35,0.09,4.98,2.66,14.51,2.26,3.79,50,69,8.5,9.34,1.8,0.09,32.37,77,52,1.98,0.23,0.23,21.98,98,5.01,2.23,0.26,0.26,0,0,1.37,1.63,0,0,0,,0,27,0.01,0.02,0.09,-0.03,,0.09
Farrend Rawson,Accrington Stanley,League Two,1281,Centre Back,28,0,0.09,0.15,0.63,0,0,0,,0,0.01,0.21,0.21,0,0.11,0.84,0,0,0.07,0.6,6.42,10.05,4,0.07,3.23,1.33,13.56,0.87,1.47,88,74,7.8,5.45,1.12,0.14,21.99,62,26,0.49,0.21,0.27,7.8,98,4.11,0.98,0.21,0.21,0,0.14,1.9,2.11,0,0,0,,0.28,45,-0.01,0.01,-0.01,-0.12,,-0.13
Harry Williams,Walsall,League Two,961,Centre Back,22,0.09,0.06,0.11,0.56,17,17,0,,0,0.02,0.19,0.19,0.09,0.08,0.75,0.28,0.09,0.28,0.82,4.27,6.93,2.71,0.06,2.81,1.5,15.73,0.56,1.37,60,69,5.06,3.23,1.03,0.28,27.24,59,48,0.94,0.35,0.41,15.91,94,6.27,0.94,0.84,0.28,0.56,0,1.22,1.5,0,33,0.28,16,0,41,0.12,0.05,0.03,-0.05,,0.15
James Ball,AFC Wimbledon,League Two,772,Centre Back,29,0.12,0.12,0.11,1.05,11,44,1,,0,0.02,0.23,0.23,0.12,0.14,1.28,0.82,0.35,0.47,1.92,3.4,14.22,7.46,0.09,3.96,4.31,12.82,1.83,3.75,75,68,11.42,10.76,2.91,0.58,33.45,75,58,1.86,0.31,0.37,23.66,94,3.86,2.8,0.23,0.23,0,0.12,2.68,2.91,0,0,0,0,0.23,31,0,0.02,0.12,-0.06,,0.07
Joe Lewis,AFC Wimbledon,League Two,915,Centre Back,25,0,0.06,0.09,0.59,0,0,0,,0,0,0,0,0,0.06,0.59,0.1,0.1,0.1,1.44,5.55,12,6.89,0.07,3.74,2.46,14.46,1.72,3.16,86,70,8.75,8.68,0.98,0.3,35.22,68,55,3.74,0.35,0.37,22.13,98,4.36,3.44,0.59,0.49,0.1,0,1.08,1.57,0.1,0,0,0,0,36,0.04,0.04,0.01,-0.06,,0.03
Luke Offord,Milton Keynes Dons,League Two,1403,Centre Back,25,0,0,,0,,,0,,0,0.01,0.13,0.13,0,0.01,0.13,0.06,0.06,0.13,1.56,4.71,12.89,5.9,0.04,4.04,2.37,14.75,2.37,3.93,75,50,10,14.17,2.63,0.58,61.38,88,54,2.76,0.34,0.35,48.17,99,5.19,3.53,0.06,0.06,0,0.06,0.19,0.26,0,100,0.06,50,0.06,23,0.03,0.06,0.01,,,0.1
Matthew Platt,Notts County,League Two,1481,Centre Back,27,0.12,0.06,0.21,0.3,40,80,0,,0,0.03,0.18,0.18,0.12,0.09,0.49,0.36,0.3,0.24,1.23,8.79,8.08,3.65,0.05,3.59,1.52,10.64,2.23,3.46,88,63,6.02,9.19,1.22,0.06,69.9,91,64,2.61,0.54,0.62,60.18,99,4.81,2.92,0.06,0.06,0,0,0.61,0.67,0.24,0,0,,0,20,0.05,0.08,0.08,0.01,,0.22
Mickey Demetriou,Crewe Alexandra,League Two,1286,Centre Back,35,0.07,0.04,0.1,0.42,17,17,0,,0,0.03,0.35,0.28,0.07,0.07,0.77,0.28,0.14,0.14,1.11,8.02,9.16,4.13,0.16,4.41,2.31,15.88,1.17,2.28,62,67,7.14,6.9,0.91,0.07,43.38,70,48,2.8,0.2,0.23,27.63,98,5.34,3.36,0.56,0.35,0.21,0.21,1.89,2.24,0,25,0.14,13,0.28,31,0.03,0.08,0.11,0.02,,0.24
Neill Byrne,Bradford City,League Two,979,Centre Back,32,0.18,0.05,0.11,0.46,40,60,0,,0,0.01,0.09,0.09,0.18,0.06,0.55,0.09,0.09,0.18,0.77,5.8,9.84,5.15,0.1,3.59,1.38,12.51,1.49,2.26,71,55,7.45,8.25,1.66,0.28,37.43,74,50,3.22,0.29,0.34,25.84,99,6.52,3.22,0.09,0.09,0,0,1.2,1.29,0,100,0.09,50,0,28,0.03,0.03,0.03,-0.02,,0.06
Samuel Lavelle,Carlisle United,League Two,1153,Centre Back,28,0.16,0.05,0.1,0.47,33,33,0,,0,0,0.08,0.08,0.16,0.05,0.55,0.16,0.16,0.08,1.36,5.72,10.53,5.38,0.07,3.82,1.09,10.77,1.59,2.95,46,73,8.51,9.41,1.17,0.23,47.13,90,71,1.87,0.39,0.39,35.35,99,5.41,2.03,0.23,0.23,0,0,1.17,1.4,0.08,0,0,,0,23,0.05,0.05,0.05,0.03,,0.18
Scot Andrew Bennett,Cheltenham Town,League Two,1189,Centre Back,34,0,0,0.02,0.15,0,50,0,,0,0,0.15,0.15,0,0.01,0.3,0.38,0.15,0.91,2.13,4.63,15.75,7.57,0.07,4.92,2.73,11.81,1.7,3.83,60,61,12.57,9.71,2.04,0.23,28.24,72,55,1.74,0.28,0.29,20.52,94,6.03,2.35,0.23,0.15,0.08,0,0.3,0.45,0,0,0,,0,34,0.03,0.04,0.08,0.01,,0.16
Thomas Michael Flanagan,Colchester United,League Two,1205,Centre Back,33,0,0.07,0.1,0.75,0,10,0,,0,0,0.15,0.15,0,0.08,0.9,0.07,0.07,0.07,1.42,4.97,9.41,5.45,0.06,3.88,1.79,11.35,1.33,2.74,71,68,7.24,7.84,1.94,0.15,39.28,75,49,3.06,0.41,0.42,29.35,100,6.37,3.29,0.3,0.3,0,0.15,1.49,1.79,0,25,0.07,100,0.15,35,0.07,0.06,-0.05,-0.06,,0.01
Will Wright,Swindon Town,League Two,1487,Centre Back,27,0.18,0.05,0.06,0.85,21,29,0,,0.06,0.07,0.79,0.73,0.24,0.12,1.63,0.54,0.48,0.12,1.64,4.01,8.41,3.87,0.07,2.66,3.27,13.74,1,2.65,36,51,6.6,6.36,1.45,0.3,54.47,76,49,6.05,0.34,0.41,40.61,99,6.39,7.38,1.76,1.15,0.61,0,1.21,2.36,0.12,17,0.3,16,0,30,0.2,0.06,0.08,0.01,,0.34
Alex Woodyard,Colchester United,League Two,964,Defensive Midfielder,32,0,0.01,0.05,0.28,0,0,0,,0,0.02,0.47,0.47,0,0.03,0.75,0.56,0.47,0.93,0.57,1.63,21.57,11.58,0.04,4.02,5.98,13.45,2.51,3.07,42,48,17.27,16.21,4.67,0.75,31.28,84,64,2.43,0.38,0.38,25.49,92,4.85,6.07,0.28,0.28,0,0.09,0.19,0.47,0.09,0,0,,0.09,25,0.02,0.09,-0.02,-0.02,,0.08
Alistair Smith,AFC Wimbledon,League Two,1166,Defensive Midfielder,26,0,0.06,0.05,1.24,0,31,1,,0.08,0.03,0.77,0.77,0.08,0.09,2.01,1.24,0.54,0.69,1.15,1.21,22,10.73,0.04,5.1,6.25,12.2,1.93,3.08,60,48,18.99,16.22,2.86,0.39,38.06,81,55,2.93,0.48,0.52,32.73,93,3.85,9.34,0.85,0.85,0,0.23,1.78,2.62,0.08,18,0.15,29,0.15,20,0.01,0.06,0.04,-0.04,,0.06
Arthur Read,Colchester United,League Two,662,Defensive Midfielder,25,0.14,0.12,0.06,2.04,7,33,2,,0.14,0.06,1.22,1.09,0.27,0.17,3.26,0.95,0.14,0.41,0.68,0.6,13.46,6.12,0.03,3.53,5.44,10.6,0.67,1.36,38,25,12.23,12.79,3.26,0.82,35.61,84,53,3.53,0.41,0.52,30.86,95,5.49,9.65,0.68,0.41,0.27,0.14,1.22,1.63,0.27,0,0,0,0.14,14,-0.01,0.1,0,0.02,,0.12
Ashley Charles,Bromley,League Two,694,Defensive Midfielder,26,0,0.03,0.06,0.52,0,50,1,,0,0.02,0.52,0.13,0,0.05,1.04,0.78,0.26,1.04,0.6,1.1,26.46,14.27,0.04,6.36,5.58,13.75,1.43,2.03,47,60,22.05,12.72,6.36,1.43,30.09,68,49,2.33,0.46,0.48,23.48,91,3.41,5.84,0.65,0.26,0.39,0,0.39,0.65,0,20,0.13,20,0,26,0.08,0.05,-0.01,-0.02,,0.11
Elliott Bonds,Fleetwood Town,League Two,1127,Defensive Midfielder,25,0,0.06,0.07,0.88,0,0,1,,0.08,0.07,0.4,0.4,0.08,0.13,1.28,0.8,0.24,1.04,1.07,1.47,25.49,14.62,0.05,5.11,5.51,13.74,2.9,3.97,88,60,20.53,17.61,4.63,0.4,29.56,69,38,1.92,0.36,0.44,22.05,91,4.55,3.52,0.32,0.32,0,0.16,1.2,1.52,0.08,0,0.08,20,0.24,26,-0.02,0.06,0.04,-0.07,,0.01
Gavin Kilkenny,Swindon Town,League Two,1151,Defensive Midfielder,25,0.08,0.02,0.02,0.78,10,20,1,,0,0.02,0.63,0.47,0.08,0.04,1.41,0.63,0.39,1.09,1.43,1.07,20.95,10.01,0.04,4.85,7.58,12.51,3.21,4.64,72,41,17.04,16.7,3.2,0.31,42.44,80,56,4.53,0.44,0.45,33.92,95,4.75,8.99,0.7,0.31,0.39,0.08,0.63,0.94,0,0,0.08,20,0.08,17,0.06,0.08,0.05,-0.02,,0.16
George McEachran,Grimsby Town,League Two,1143,Defensive Midfielder,24,0,0.02,0.03,0.47,0,0,0,,0,0.02,0.24,0.24,0,0.03,0.71,1.02,0.55,1.26,2.26,0.87,26.15,15.36,0.01,5.59,6.62,15.2,2.79,5.05,50,41,21.89,19.09,4.96,0.39,35.05,81,39,3.07,0.28,0.3,28.12,92,5.59,6.46,0.39,0.39,0,0.16,0.32,0.71,0.08,0,0,0,0.16,24,0.01,0.08,0.06,-0.01,,0.15
Richard Smallwood,Bradford City,League Two,1462,Defensive Midfielder,34,0,0.01,0.05,0.12,0,50,0,100,0.06,0.06,0.92,0.62,0.06,0.07,1.05,0.49,0.31,0.31,1.56,2.09,18.47,9.11,0.06,4.68,5.73,14.59,2.38,3.94,35,61,15.15,17.04,3.51,0.31,43.72,78,58,6.71,0.42,0.43,30.67,97,3.48,10.41,1.23,0.49,0.74,0.06,0.31,0.8,0.06,15,0.18,14,0.06,29,0.17,0.07,0.01,0.02,,0.27
Ryan Stirk,Walsall,League Two,1334,Defensive Midfielder,24,0,0.03,0.03,1.01,0,13,1,,0,0.05,1.01,1.01,0,0.08,2.02,0.54,0.4,0.67,0.78,1.11,22.13,11.81,0.04,4.72,7.02,14.51,1.77,2.55,67,50,18.83,13.68,3.98,0.34,34.89,79,59,4.12,0.44,0.47,26.18,95,3.5,7.09,0.4,0.4,0,0,0.4,0.81,0.07,0,0,0,0,24,0.04,0.05,0.06,-0.04,,0.12
Alassana Jatta,Notts County,League Two,968,Centre Forward,26,0.65,0.67,0.22,2.98,22,41,9,,0.19,0.04,0.84,0.84,0.84,0.71,3.81,0.47,0.47,1.21,0.12,1.72,20.27,9.77,0.04,3.53,1.95,2.98,0.75,0.86,25,35,18.41,27.36,2.98,0.09,11.35,81,80,0.74,0.4,0.8,12.37,80,5.12,3.63,0.09,0.09,0,0.47,7.16,7.25,0,0,0.09,50,0.74,3,-0.07,0.01,0.06,0.1,,0.09
Billy Sharp,Doncaster Rovers,League Two,944,Centre Forward,39,0.38,0.34,0.18,1.91,20,35,6,,0.1,0.13,0.95,0.95,0.48,0.48,2.86,0.19,0,1.72,0.17,1.35,14.68,6.67,0.04,1.14,2.1,3.34,0.13,0.3,,38,13.53,14.06,2,0,13.25,67,50,1.05,0.45,0.78,13.34,74,4.11,4.1,0.29,0.29,0,0.86,6.58,6.86,0.19,0,0.1,14,1.05,20,0,0.01,0.04,-0.09,,-0.04
Charlie Wyke,Carlisle United,League Two,937,Centre Forward,32,0.1,0.2,0.13,1.54,6,19,3,100,0,0.07,1.06,1.06,0.1,0.27,2.59,0.29,0.19,0.77,0.14,1.73,17.67,7.88,0.04,3.55,2.11,3.55,1.25,1.39,50,44,15.56,17.32,3.94,0.38,19.11,68,80,0.86,0.25,0.41,13.45,80,3.6,5.28,0.58,0.58,0,0.48,4.8,5.38,0,0,0,,0.67,14,-0.07,-0.03,-0.06,-0.09,,-0.25
Courtney Baker-Richardson,Newport County AFC,League Two,933,Centre Forward,29,0.1,0.15,0.11,1.35,7,7,2,100,0.1,0.05,0.48,0.48,0.19,0.19,1.83,0.19,0,1.93,0.18,1.18,21.02,7.23,0.03,3.37,2.31,3.47,0.44,0.62,20,44,18.32,15.02,4.24,0.29,19.28,58,44,1.45,0.27,0.35,14.66,72,4.6,4.44,0.19,0.19,0,0.19,3.57,3.76,0.1,0,0.1,33,0.48,21,-0.06,-0.03,0.04,-0.04,,-0.09
Danny Rose,Grimsby Town,League Two,1029,Centre Forward,31,0.26,0.16,0.1,1.66,16,47,4,0,0.09,0.04,0.7,0.7,0.35,0.2,2.36,0.26,0.17,1.4,0.1,2.27,22.48,13.64,0.01,5.25,2.01,3.15,0.9,1,25,33,20.03,15.03,2.27,0.17,12.59,56,33,1.14,0.14,0.27,11.46,76,5.1,2.97,0.26,0.26,0,0.17,3.76,4.02,0.09,0,0,0,0.26,26,0.03,0,-0.02,0.1,,0.12
David James McGoldrick,Notts County,League Two,827,Centre Forward,37,0.54,0.32,0.1,3.16,17,38,4,50,0,0.08,1.2,1.2,0.54,0.4,4.35,2.5,1.63,1.74,0.72,2.26,13.94,5.23,0.01,1.31,2.29,3.59,1.06,1.78,0,31,11.43,18.47,1.85,0,35.16,82,57,2.61,0.74,0.99,37.12,89,5.06,14.04,1.31,1.31,0,0.33,5.99,7.29,0.11,0,0,0,0.65,12,-0.06,0.06,0,0.04,,0.04
Gerard Garner,Barrow,League Two,906,Centre Forward,26,0.3,0.18,0.07,2.48,12,40,5,,0,0.05,0.79,0.79,0.3,0.23,3.28,1.69,0.6,1.99,0.21,0.17,25.63,10.33,0.03,3.28,2.78,3.97,1,1.2,50,20,22.75,19.01,5.17,0.4,17.59,76,60,2.29,0.18,0.3,21.36,78,5.32,7.05,0.2,0.2,0,0.3,4.37,4.57,0,0,0,0,0.4,17,-0.03,0.04,0.01,-0.13,,-0.11
Jack Muldoon,Harrogate Town,League Two,994,Centre Forward,36,0,0.11,0.08,1.36,0,33,4,,0,0.05,0.63,0.63,0,0.16,1.99,0.63,0.18,0.63,0.06,0.08,23,6.79,0.02,4.08,2.54,4.44,0.3,0.35,29,23,20.74,13.27,3.08,0.63,15.76,59,25,1.9,0.24,0.29,13.5,81,5.42,5.34,0.18,0.18,0,0.27,2.81,2.99,0,0,0.09,25,0.63,23,-0.08,0.04,0.02,-0.05,,-0.07
Jayden Stockley,Port Vale,League Two,988,Centre Forward,31,0.36,0.46,0.16,2.92,13,34,5,,0.18,0.12,0.82,0.82,0.55,0.59,3.74,0.27,0.18,1,0.06,0.72,17.59,7.56,0.02,2.92,2.37,3.83,0.16,0.23,40,58,15.49,15.72,2.46,0.18,21.96,57,62,1.09,0.56,0.82,13.03,82,3.2,5.38,0.18,0.18,0,0.55,6.74,6.93,0,0,0.36,67,0.82,23,-0.1,0.01,0.01,0.03,,-0.05
Joe Ironside,Doncaster Rovers,League Two,796,Centre Forward,31,0.11,0.07,0.08,0.91,13,13,2,100,0,0.03,0.57,0.57,0.11,0.1,1.47,0.23,0.11,1.24,0,0.44,16.18,5.09,0,1.92,2.6,3.51,0.16,0.16,0,45,14.25,14.73,2.72,0.11,18.1,51,57,0.91,0.22,0.32,13.69,75,3.97,4.75,0.45,0.45,0,0.34,4.19,4.64,0.11,0,0,0,0.57,30,-0.1,-0.06,-0.01,-0.01,,-0.19
Kane Hemmings,Crewe Alexandra,League Two,735,Centre Forward,34,0.24,0.25,0.15,1.71,14,36,4,100,0,0.01,0.37,0.37,0.24,0.26,2.08,0.86,0.73,1.96,0,0.48,13.84,4.53,0.01,2.08,2.33,3.06,0.46,0.46,0,31,11.75,11.55,2.33,0.12,15.55,62,50,0.73,0.33,0.46,14.94,71,4.46,4.9,0.24,0.24,0,0.24,4.29,4.53,0,50,0.12,25,0.73,21,-0.09,0.02,0.01,-0.02,,-0.08
Kelsey Mooney,Accrington Stanley,League Two,754,Centre Forward,26,0.24,0.13,0.11,1.19,20,30,3,,0,0.05,0.84,0.84,0.24,0.17,2.03,1.43,0.36,2.74,0.35,1.33,23.03,9.19,0,4.3,2.39,3.58,1.2,1.55,50,30,20.16,19.05,2.74,0.12,15.39,73,60,0.72,0.21,0.31,16.35,61,3.73,7.04,0.24,0.24,0,0.36,3.7,3.94,0.12,0,0,0,0.48,13,-0.05,-0.01,0.02,0.03,,-0.02
Kyle Hudlin,Newport County AFC,League Two,689,Centre Forward,24,0.52,0.19,0.11,1.7,31,54,3,,0.13,0.09,0.91,0.91,0.65,0.27,2.61,0.78,0.52,1.96,0.12,1.27,20.11,6.66,0.02,2.48,2.35,4.7,1.3,1.42,83,54,16.45,13.18,4.44,0,26.12,56,38,1.83,0.23,0.41,16.71,75,3.51,6.27,0.39,0.39,0,0.65,4.57,4.96,0.13,0,0.13,50,0.78,25,0.01,-0.01,0.07,0.21,,0.28
Luke Armstrong,Carlisle United,League Two,863,Centre Forward,28,0.21,0.21,0.17,1.25,17,58,5,,0,0.03,0.42,0.42,0.21,0.24,1.67,0.52,0.42,0.83,0.36,0.83,25.56,8.97,0.02,2.92,2.5,3.76,0.96,1.32,33,41,23.37,27.79,4.28,0.1,12.1,51,40,0.83,0.24,0.32,9.28,73,5.66,2.29,0.21,0.21,0,0.31,3.13,3.34,0,100,0.21,67,0.31,21,-0.04,-0.01,0,-0.08,,-0.12
Luke Norris,Tranmere Rovers,League Two,649,Centre Forward,31,0,0.25,0.08,3.33,0,25,7,,0,0.04,1.11,1.11,0,0.29,4.44,0.69,0.55,1.8,0,0.39,14.69,5.13,0,2.91,3.33,5.27,1,1,83,49,12.34,11.95,2.22,0.14,16.36,59,25,1.39,0.32,0.5,17.33,74,3.78,4.99,0.28,0.28,0,0.14,6.1,6.38,0,0,0,0,0.42,19,-0.09,0.02,-0.01,-0.11,,-0.19
Marcus Dackers,Morecambe,League Two,901,Centre Forward,22,0,0.17,0.1,1.7,0,29,2,,0.1,0.08,0.8,0.8,0.1,0.25,2.5,1.5,0.9,3.1,0.12,0.69,23.87,7.59,0.01,2.5,3.7,4.89,0.92,1.04,67,56,19.78,11.66,3.5,0.2,26.87,54,57,2.3,0.45,0.52,17.08,73,5.18,7.89,0.9,0.9,0,0.9,7.19,8.09,0,11,0.1,50,1,27,-0.03,0.01,0.03,-0.09,,-0.08
Ryan Bowman,Cheltenham Town,League Two,790,Centre Forward,33,0.23,0.27,0.17,1.6,14,43,4,,0.11,0.04,0.11,0.11,0.34,0.31,1.71,0.68,0.11,1.25,0,0.7,17.78,6.04,0,1.37,2.85,3.42,0.12,0.12,33,34,15.5,12.92,3.08,0.11,13.9,53,100,0.8,0.35,0.38,9.69,67,4.31,3.42,0.23,0.23,0,0.11,3.87,4.1,0,0,0,0,0.34,23,-0.08,0.03,0,-0.05,,-0.1
Will Grigg,Chesterfield,League Two,918,Centre Forward,33,0.69,0.61,0.35,1.76,39,56,4,,0.1,0.06,0.88,0.78,0.78,0.67,2.65,0.59,0.2,0.88,0,1.6,17.16,6.77,0.03,3.82,1.96,2.65,0.87,0.87,0,29,15.39,22.91,3.24,0.49,13.04,70,50,0.78,0.61,0.94,12.94,72,3.02,3.92,0,0,0,0.2,4.9,4.9,0,,0.1,50,0.49,11,-0.08,-0.1,0.12,0.11,,0.05
